"race_m","income","income_q"
"White",30000,29.74
"White",30000,29.75
"White",30000,29.76
"White",30000,29.77
"White",30000,29.78
"White",30000,29.79
"White",30000,29.8
"White",30000,29.81
"White",30000,29.82
"White",30000,29.83
"White",30000,29.84
"White",30000,29.85
"White",30000,29.86
"White",30000,29.87
"White",30000,29.88
"White",30000,29.89
"White",30000,29.9
"White",30000,29.91
"White",30000,29.92
"White",30000,29.93
"White",30000,29.94
"White",30000,29.95
"White",30000,29.96
"White",30000,29.97
"White",30000,29.98
"White",30000,29.99
"White",30000,30
"White",30000,30.01
"White",30000,30.02
"White",30000,30.03
"White",30000,30.04
"White",30000,30.05
"White",30000,30.06
"White",30000,30.07
"White",30000,30.08
"White",30000,30.09
"White",30000,30.1
"White",30000,30.11
"White",30000,30.12
"White",30000,30.13
"White",30000,30.14
"White",30000,30.15
"White",30000,30.16
"White",30000,30.17
"White",30000,30.18
"White",30000,30.19
"White",30000,30.2
"White",30000,30.21
"White",30000,30.22
"White",30000,30.23
"White",30000,30.24
"White",30000,30.25
"White",30000,30.26
"White",30000,30.27
"White",30000,30.28
"White",30000,30.29
"White",30000,30.3
"White",30000,30.31
"White",30000,30.32
"White",30000,30.33
"White",30000,30.34
"White",30000,30.35
"White",30000,30.36
"White",30000,30.37
"White",30000,30.38
"White",30000,30.39
"White",30000,30.4
"White",30000,30.41
"White",30000,30.42
"White",30000,30.43
"White",30000,30.44
"White",30000,30.45
"White",30000,30.46
"White",30000,30.47
"White",30000,30.48
"White",30000,30.49
"White",30000,30.5
"White",30000,30.51
"White",30000,30.52
"White",30000,30.53
"White",30000,30.54
"White",30000,30.55
"White",30000,30.56
"White",30000,30.57
"White",30000,30.58
"White",30000,30.59
"White",30000,30.6
"White",30000,30.61
"White",30000,30.62
"White",30000,30.63
"White",30000,30.64
"White",30000,30.65
"White",30000,30.66
"White",30000,30.67
"White",30000,30.68
"White",30000,30.69
"White",30000,30.7
"White",30000,30.71
"White",30000,30.72
"White",30000,30.73
"White",30000,30.74
"White",30000,30.75
"White",30000,30.76
"White",30000,30.77
"White",30000,30.78
"White",30000,30.79
"White",30000,30.8
"White",30000,30.81
"White",30000,30.82
"White",30000,30.83
"White",30000,30.84
"White",30000,30.85
"White",30000,30.86
"White",30000,30.87
"White",30000,30.88
"White",30000,30.89
"White",30000,30.9
"White",30000,30.91
"White",30000,30.92
"White",30000,30.93
"White",30000,30.94
"White",30000,30.95
"White",30000,30.96
"White",30000,30.97
"White",30000,30.98
"White",30000,30.99
"White",30000,31
"White",30000,31.01
"White",30000,31.02
"White",30000,31.03
"White",30006.752,31.04
"White",30030,31.05
"White",30060,31.06
"White",30100,31.07
"White",30100,31.08
"White",30150,31.09
"White",30200,31.1
"White",30200,31.11
"White",30200,31.12
"White",30279.394,31.13
"White",30300,31.14
"White",30300,31.15
"White",30400,31.16
"White",30400,31.17
"White",30500,31.18
"White",30500,31.19
"White",30500,31.2
"White",30500,31.21
"White",30574.0719999996,31.22
"White",30600,31.23
"White",30600,31.24
"White",30700,31.25
"White",30700,31.26
"White",30700,31.27
"White",30800,31.28
"White",30800,31.29
"White",30890,31.3
"White",30900,31.31
"White",31000,31.32
"White",31000,31.33
"White",31000,31.34
"White",31000,31.35
"White",31000,31.36
"White",31000,31.37
"White",31000,31.38
"White",31000,31.39
"White",31000,31.4
"White",31000,31.41
"White",31000,31.42
"White",31000,31.43
"White",31000,31.44
"White",31000,31.45
"White",31000,31.46
"White",31000,31.47
"White",31000,31.48
"White",31000,31.49
"White",31000,31.5
"White",31000,31.51
"White",31000,31.52
"White",31000,31.53
"White",31000,31.54
"White",31000,31.55
"White",31000,31.56
"White",31000,31.57
"White",31100,31.58
"White",31100,31.59
"White",31200,31.6
"White",31200,31.61
"White",31200,31.62
"White",31200,31.63
"White",31200,31.64
"White",31200,31.65
"White",31200,31.66
"White",31200,31.67
"White",31200,31.68
"White",31200,31.69
"White",31200,31.7
"White",31200,31.71
"White",31300,31.72
"White",31300,31.73
"White",31320,31.74
"White",31400,31.75
"White",31400,31.76
"White",31500,31.77
"White",31500,31.78
"White",31500,31.79
"White",31500,31.8
"White",31600,31.81
"White",31600,31.82
"White",31660,31.83
"White",31700,31.84
"White",31700,31.85
"White",31800,31.86
"White",31800,31.87
"White",31900,31.88
"White",31900,31.89
"White",32000,31.9
"White",32000,31.91
"White",32000,31.92
"White",32000,31.93
"White",32000,31.94
"White",32000,31.95
"White",32000,31.96
"White",32000,31.97
"White",32000,31.98
"White",32000,31.99
"White",32000,32
"White",32000,32.01
"White",32000,32.02
"White",32000,32.03
"White",32000,32.04
"White",32000,32.05
"White",32000,32.06
"White",32000,32.07
"White",32000,32.08
"White",32000,32.09
"White",32000,32.1
"White",32000,32.11
"White",32000,32.12
"White",32000,32.13
"White",32000,32.14
"White",32000,32.15
"White",32000,32.16
"White",32000,32.17
"White",32000,32.18
"White",32000,32.19
"White",32000,32.2
"White",32000,32.21
"White",32000,32.22
"White",32000,32.23
"White",32000,32.24
"White",32000,32.25
"White",32000,32.26
"White",32000,32.27
"White",32000,32.28
"White",32000,32.29
"White",32000,32.3
"White",32000,32.31
"White",32000,32.32
"White",32000,32.33
"White",32000,32.34
"White",32000,32.35
"White",32000,32.36
"White",32000,32.37
"White",32000,32.38
"White",32000,32.39
"White",32000,32.4
"White",32000,32.41
"White",32000,32.42
"White",32000,32.43
"White",32000,32.44
"White",32000,32.45
"White",32000,32.46
"White",32000,32.47
"White",32000,32.48
"White",32000,32.49
"White",32000,32.5
"White",32000,32.51
"White",32000,32.52
"White",32000,32.53
"White",32000,32.54
"White",32000,32.55
"White",32000,32.56
"White",32000,32.57
"White",32000,32.58
"White",32000,32.59
"White",32000,32.6
"White",32000,32.61
"White",32040,32.62
"White",32100,32.63
"White",32100,32.64
"White",32200,32.65
"White",32200,32.66
"White",32200,32.67
"White",32270,32.68
"White",32300,32.69
"White",32300,32.7
"White",32400,32.71
"White",32400,32.72
"White",32400,32.73
"White",32472.212,32.74
"White",32500,32.75
"White",32500,32.76
"White",32500,32.77
"White",32500,32.78
"White",32500,32.79
"White",32600,32.8
"White",32600,32.81
"White",32600,32.82
"White",32700,32.83
"White",32700,32.84
"White",32800,32.85
"White",32800,32.86
"White",32900,32.87
"White",32900,32.88
"White",33000,32.89
"White",33000,32.9
"White",33000,32.91
"White",33000,32.92
"White",33000,32.93
"White",33000,32.94
"White",33000,32.95
"White",33000,32.96
"White",33000,32.97
"White",33000,32.98
"White",33000,32.99
"White",33000,33
"White",33000,33.01
"White",33000,33.02
"White",33000,33.03
"White",33000,33.04
"White",33000,33.05
"White",33000,33.06
"White",33000,33.07
"White",33000,33.08
"White",33000,33.09
"White",33000,33.1
"White",33000,33.11
"White",33000,33.12
"White",33000,33.13
"White",33000,33.14
"White",33000,33.15
"White",33000,33.16
"White",33000,33.17
"White",33000,33.18
"White",33000,33.19
"White",33000,33.2
"White",33000,33.21
"White",33000,33.22
"White",33000,33.23
"White",33100,33.24
"White",33100,33.25
"White",33200,33.26
"White",33200,33.27
"White",33200,33.28
"White",33300,33.29
"White",33300,33.3
"White",33300,33.31
"White",33300,33.32
"White",33310,33.33
"White",33400,33.34
"White",33400,33.35
"White",33500,33.36
"White",33500,33.37
"White",33500,33.38
"White",33600,33.39
"White",33600,33.4
"White",33600,33.41
"White",33600,33.42
"White",33600,33.43
"White",33680,33.44
"White",33700,33.45
"White",33743.3480000001,33.46
"White",33800,33.47
"White",33800,33.48
"White",33800,33.49
"White",33900,33.5
"White",34000,33.51
"White",34000,33.52
"White",34000,33.53
"White",34000,33.54
"White",34000,33.55
"White",34000,33.56
"White",34000,33.57
"White",34000,33.58
"White",34000,33.59
"White",34000,33.6
"White",34000,33.61
"White",34000,33.62
"White",34000,33.63
"White",34000,33.64
"White",34000,33.65
"White",34000,33.66
"White",34000,33.67
"White",34000,33.68
"White",34000,33.69
"White",34000,33.7
"White",34000,33.71
"White",34000,33.72
"White",34000,33.73
"White",34000,33.74
"White",34000,33.75
"White",34000,33.76
"White",34000,33.77
"White",34000,33.78
"White",34000,33.79
"White",34000,33.8
"White",34000,33.81
"White",34000,33.82
"White",34000,33.83
"White",34000,33.84
"White",34000,33.85
"White",34000,33.86
"White",34000,33.87
"White",34000,33.88
"White",34010,33.89
"White",34100,33.9
"White",34100,33.91
"White",34200,33.92
"White",34200,33.93
"White",34300,33.94
"White",34300,33.95
"White",34300,33.96
"White",34300,33.97
"White",34400,33.98
"White",34400,33.99
"White",34496.0000000006,34
"White",34500,34.01
"White",34500,34.02
"White",34510,34.03
"White",34600,34.04
"White",34600,34.05
"White",34600,34.06
"White",34700,34.07
"White",34700,34.08
"White",34800,34.09
"White",34800,34.1
"White",34820,34.11
"White",34900,34.12
"White",35000,34.13
"White",35000,34.14
"White",35000,34.15
"White",35000,34.16
"White",35000,34.17
"White",35000,34.18
"White",35000,34.19
"White",35000,34.2
"White",35000,34.21
"White",35000,34.22
"White",35000,34.23
"White",35000,34.24
"White",35000,34.25
"White",35000,34.26
"White",35000,34.27
"White",35000,34.28
"White",35000,34.29
"White",35000,34.3
"White",35000,34.31
"White",35000,34.32
"White",35000,34.33
"White",35000,34.34
"White",35000,34.35
"White",35000,34.36
"White",35000,34.37
"White",35000,34.38
"White",35000,34.39
"White",35000,34.4
"White",35000,34.41
"White",35000,34.42
"White",35000,34.43
"White",35000,34.44
"White",35000,34.45
"White",35000,34.46
"White",35000,34.47
"White",35000,34.48
"White",35000,34.49
"White",35000,34.5
"White",35000,34.51
"White",35000,34.52
"White",35000,34.53
"White",35000,34.54
"White",35000,34.55
"White",35000,34.56
"White",35000,34.57
"White",35000,34.58
"White",35000,34.59
"White",35000,34.6
"White",35000,34.61
"White",35000,34.62
"White",35000,34.63
"White",35000,34.64
"White",35000,34.65
"White",35000,34.66
"White",35000,34.67
"White",35000,34.68
"White",35000,34.69
"White",35000,34.7
"White",35000,34.71
"White",35000,34.72
"White",35000,34.73
"White",35000,34.74
"White",35000,34.75
"White",35000,34.76
"White",35000,34.77
"White",35000,34.78
"White",35000,34.79
"White",35000,34.8
"White",35000,34.81
"White",35000,34.82
"White",35000,34.83
"White",35000,34.84
"White",35000,34.85
"White",35000,34.86
"White",35000,34.87
"White",35000,34.88
"White",35000,34.89
"White",35000,34.9
"White",35000,34.91
"White",35000,34.92
"White",35000,34.93
"White",35000,34.94
"White",35000,34.95
"White",35000,34.96
"White",35000,34.97
"White",35000,34.98
"White",35000,34.99
"White",35000,35
"White",35000,35.01
"White",35000,35.02
"White",35000,35.03
"White",35000,35.04
"White",35000,35.05
"White",35000,35.06
"White",35000,35.07
"White",35000,35.08
"White",35000,35.09
"White",35000,35.1
"White",35000,35.11
"White",35000,35.12
"White",35000,35.13
"White",35000,35.14
"White",35000,35.15
"White",35000,35.16
"White",35000,35.17
"White",35000,35.18
"White",35000,35.19
"White",35000,35.2
"White",35000,35.21
"White",35000,35.22
"White",35000,35.23
"White",35000,35.24
"White",35000,35.25
"White",35000,35.26
"White",35000,35.27
"White",35000,35.28
"White",35000,35.29
"White",35000,35.3
"White",35000,35.31
"White",35000,35.32
"White",35000,35.33
"White",35000,35.34
"White",35000,35.35
"White",35000,35.36
"White",35000,35.37
"White",35000,35.38
"White",35000,35.39
"White",35000,35.4
"White",35000,35.41
"White",35000,35.42
"White",35000,35.43
"White",35000,35.44
"White",35000,35.45
"White",35000,35.46
"White",35000,35.47
"White",35000,35.48
"White",35000,35.49
"White",35000,35.5
"White",35000,35.51
"White",35020,35.52
"White",35050,35.53
"White",35100,35.54
"White",35100,35.55
"White",35158.328,35.56
"White",35200,35.57
"White",35200,35.58
"White",35300,35.59
"White",35300,35.6
"White",35312.0180000001,35.61
"White",35400,35.62
"White",35400,35.63
"White",35400,35.64
"White",35400,35.65
"White",35500,35.66
"White",35500,35.67
"White",35500,35.68
"White",35520,35.69
"White",35600,35.7
"White",35600,35.71
"White",35700,35.72
"White",35700,35.73
"White",35800,35.74
"White",35800,35.75
"White",35900,35.76
"White",35900,35.77
"White",36000,35.78
"White",36000,35.79
"White",36000,35.8
"White",36000,35.81
"White",36000,35.82
"White",36000,35.83
"White",36000,35.84
"White",36000,35.85
"White",36000,35.86
"White",36000,35.87
"White",36000,35.88
"White",36000,35.89
"White",36000,35.9
"White",36000,35.91
"White",36000,35.92
"White",36000,35.93
"White",36000,35.94
"White",36000,35.95
"White",36000,35.96
"White",36000,35.97
"White",36000,35.98
"White",36000,35.99
"White",36000,36
"White",36000,36.01
"White",36000,36.02
"White",36000,36.03
"White",36000,36.04
"White",36000,36.05
"White",36000,36.06
"White",36000,36.07
"White",36000,36.08
"White",36000,36.09
"White",36000,36.1
"White",36000,36.11
"White",36000,36.12
"White",36000,36.13
"White",36000,36.14
"White",36000,36.15
"White",36000,36.16
"White",36000,36.17
"White",36000,36.18
"White",36000,36.19
"White",36000,36.2
"White",36000,36.21
"White",36000,36.22
"White",36000,36.23
"White",36000,36.24
"White",36000,36.25
"White",36000,36.26
"White",36000,36.27
"White",36000,36.28
"White",36000,36.29
"White",36000,36.3
"White",36000,36.31
"White",36000,36.32
"White",36000,36.33
"White",36000,36.34
"White",36000,36.35
"White",36000,36.36
"White",36000,36.37
"White",36000,36.38
"White",36000,36.39
"White",36000,36.4
"White",36000,36.41
"White",36000,36.42
"White",36000,36.43
"White",36000,36.44
"White",36000,36.45
"White",36000,36.46
"White",36000,36.47
"White",36000,36.48
"White",36050,36.49
"White",36100,36.5
"White",36118.438,36.51
"White",36200,36.52
"White",36200,36.53
"White",36300,36.54
"White",36300,36.55
"White",36300,36.56
"White",36400,36.57
"White",36400,36.58
"White",36400,36.59
"White",36400,36.6
"White",36400,36.61
"White",36500,36.62
"White",36500,36.63
"White",36500,36.64
"White",36500,36.65
"White",36600,36.66
"White",36600,36.67
"White",36600,36.68
"White",36700,36.69
"White",36700,36.7
"White",36800,36.71
"White",36800,36.72
"White",36900,36.73
"White",36900,36.74
"White",37000,36.75
"White",37000,36.76
"White",37000,36.77
"White",37000,36.78
"White",37000,36.79
"White",37000,36.8
"White",37000,36.81
"White",37000,36.82
"White",37000,36.83
"White",37000,36.84
"White",37000,36.85
"White",37000,36.86
"White",37000,36.87
"White",37000,36.88
"White",37000,36.89
"White",37000,36.9
"White",37000,36.91
"White",37000,36.92
"White",37000,36.93
"White",37000,36.94
"White",37000,36.95
"White",37000,36.96
"White",37000,36.97
"White",37000,36.98
"White",37000,36.99
"White",37000,37
"White",37000,37.01
"White",37000,37.02
"White",37000,37.03
"White",37000,37.04
"White",37000,37.05
"White",37000,37.06
"White",37020,37.07
"White",37100,37.08
"White",37100,37.09
"White",37200,37.1
"White",37200,37.11
"White",37200,37.12
"White",37300,37.13
"White",37340.7960000003,37.14
"White",37400,37.15
"White",37400,37.16
"White",37400,37.17
"White",37400,37.18
"White",37500,37.19
"White",37500,37.2
"White",37500,37.21
"White",37500,37.22
"White",37500,37.23
"White",37500,37.24
"White",37600,37.25
"White",37600,37.26
"White",37700,37.27
"White",37700,37.28
"White",37720,37.29
"White",37800,37.3
"White",37800,37.31
"White",37900,37.32
"White",37900,37.33
"White",38000,37.34
"White",38000,37.35
"White",38000,37.36
"White",38000,37.37
"White",38000,37.38
"White",38000,37.39
"White",38000,37.4
"White",38000,37.41
"White",38000,37.42
"White",38000,37.43
"White",38000,37.44
"White",38000,37.45
"White",38000,37.46
"White",38000,37.47
"White",38000,37.48
"White",38000,37.49
"White",38000,37.5
"White",38000,37.51
"White",38000,37.52
"White",38000,37.53
"White",38000,37.54
"White",38000,37.55
"White",38000,37.56
"White",38000,37.57
"White",38000,37.58
"White",38000,37.59
"White",38000,37.6
"White",38000,37.61
"White",38000,37.62
"White",38000,37.63
"White",38000,37.64
"White",38000,37.65
"White",38000,37.66
"White",38000,37.67
"White",38000,37.68
"White",38000,37.69
"White",38000,37.7
"White",38000,37.71
"White",38000,37.72
"White",38000,37.73
"White",38000,37.74
"White",38000,37.75
"White",38000,37.76
"White",38000,37.77
"White",38000,37.78
"White",38000,37.79
"White",38000,37.8
"White",38000,37.81
"White",38000,37.82
"White",38000,37.83
"White",38000,37.84
"White",38000,37.85
"White",38000,37.86
"White",38000,37.87
"White",38000,37.88
"White",38000,37.89
"White",38000,37.9
"White",38000,37.91
"White",38000,37.92
"White",38000,37.93
"White",38000,37.94
"White",38000,37.95
"White",38000,37.96
"White",38000,37.97
"White",38014.9240000002,37.98
"White",38100,37.99
"White",38100,38
"White",38200,38.01
"White",38200,38.02
"White",38210,38.03
"White",38300,38.04
"White",38300,38.05
"White",38400,38.06
"White",38400,38.07
"White",38400,38.08
"White",38400,38.09
"White",38400,38.1
"White",38500,38.11
"White",38500,38.12
"White",38500,38.13
"White",38500,38.14
"White",38600,38.15
"White",38600,38.16
"White",38700,38.17
"White",38700,38.18
"White",38800,38.19
"White",38800,38.2
"White",38810,38.21
"White",38900,38.22
"White",38973.3739999999,38.23
"White",39000,38.24
"White",39000,38.25
"White",39000,38.26
"White",39000,38.27
"White",39000,38.28
"White",39000,38.29
"White",39000,38.3
"White",39000,38.31
"White",39000,38.32
"White",39000,38.33
"White",39000,38.34
"White",39000,38.35
"White",39000,38.36
"White",39000,38.37
"White",39000,38.38
"White",39000,38.39
"White",39000,38.4
"White",39000,38.41
"White",39000,38.42
"White",39000,38.43
"White",39000,38.44
"White",39000,38.45
"White",39000,38.46
"White",39000,38.47
"White",39000,38.48
"White",39000,38.49
"White",39000,38.5
"White",39100,38.51
"White",39100,38.52
"White",39200,38.53
"White",39200,38.54
"White",39300,38.55
"White",39300,38.56
"White",39400,38.57
"White",39400,38.58
"White",39500,38.59
"White",39500,38.6
"White",39500,38.61
"White",39500,38.62
"White",39552.8939999998,38.63
"White",39600,38.64
"White",39600,38.65
"White",39697.108,38.66
"White",39700,38.67
"White",39800,38.68
"White",39800,38.69
"White",39900,38.7
"White",39900,38.71
"White",40000,38.72
"White",40000,38.73
"White",40000,38.74
"White",40000,38.75
"White",40000,38.76
"White",40000,38.77
"White",40000,38.78
"White",40000,38.79
"White",40000,38.8
"White",40000,38.81
"White",40000,38.82
"White",40000,38.83
"White",40000,38.84
"White",40000,38.85
"White",40000,38.86
"White",40000,38.87
"White",40000,38.88
"White",40000,38.89
"White",40000,38.9
"White",40000,38.91
"White",40000,38.92
"White",40000,38.93
"White",40000,38.94
"White",40000,38.95
"White",40000,38.96
"White",40000,38.97
"White",40000,38.98
"White",40000,38.99
"White",40000,39
"White",40000,39.01
"White",40000,39.02
"White",40000,39.03
"White",40000,39.04
"White",40000,39.05
"White",40000,39.06
"White",40000,39.07
"White",40000,39.08
"White",40000,39.09
"White",40000,39.1
"White",40000,39.11
"White",40000,39.12
"White",40000,39.13
"White",40000,39.14
"White",40000,39.15
"White",40000,39.16
"White",40000,39.17
"White",40000,39.18
"White",40000,39.19
"White",40000,39.2
"White",40000,39.21
"White",40000,39.22
"White",40000,39.23
"White",40000,39.24
"White",40000,39.25
"White",40000,39.26
"White",40000,39.27
"White",40000,39.28
"White",40000,39.29
"White",40000,39.3
"White",40000,39.31
"White",40000,39.32
"White",40000,39.33
"White",40000,39.34
"White",40000,39.35
"White",40000,39.36
"White",40000,39.37
"White",40000,39.38
"White",40000,39.39
"White",40000,39.4
"White",40000,39.41
"White",40000,39.42
"White",40000,39.43
"White",40000,39.44
"White",40000,39.45
"White",40000,39.46
"White",40000,39.47
"White",40000,39.48
"White",40000,39.49
"White",40000,39.5
"White",40000,39.51
"White",40000,39.52
"White",40000,39.53
"White",40000,39.54
"White",40000,39.55
"White",40000,39.56
"White",40000,39.57
"White",40000,39.58
"White",40000,39.59
"White",40000,39.6
"White",40000,39.61
"White",40000,39.62
"White",40000,39.63
"White",40000,39.64
"White",40000,39.65
"White",40000,39.66
"White",40000,39.67
"White",40000,39.68
"White",40000,39.69
"White",40000,39.7
"White",40000,39.71
"White",40000,39.72
"White",40000,39.73
"White",40000,39.74
"White",40000,39.75
"White",40000,39.76
"White",40000,39.77
"White",40000,39.78
"White",40000,39.79
"White",40000,39.8
"White",40000,39.81
"White",40000,39.82
"White",40000,39.83
"White",40000,39.84
"White",40000,39.85
"White",40000,39.86
"White",40000,39.87
"White",40000,39.88
"White",40000,39.89
"White",40000,39.9
"White",40000,39.91
"White",40000,39.92
"White",40000,39.93
"White",40000,39.94
"White",40000,39.95
"White",40000,39.96
"White",40000,39.97
"White",40000,39.98
"White",40000,39.99
"White",40000,40
"White",40000,40.01
"White",40000,40.02
"White",40000,40.03
"White",40000,40.04
"White",40000,40.05
"White",40000,40.06
"White",40000,40.07
"White",40000,40.08
"White",40000,40.09
"White",40000,40.1
"White",40000,40.11
"White",40000,40.12
"White",40000,40.13
"White",40000,40.14
"White",40000,40.15
"White",40000,40.16
"White",40000,40.17
"White",40000,40.18
"White",40000,40.19
"White",40000,40.2
"White",40000,40.21
"White",40000,40.22
"White",40000,40.23
"White",40000,40.24
"White",40000,40.25
"White",40000,40.26
"White",40000,40.27
"White",40000,40.28
"White",40000,40.29
"White",40000,40.3
"White",40000,40.31
"White",40000,40.32
"White",40000,40.33
"White",40000,40.34
"White",40000,40.35
"White",40000,40.36
"White",40000,40.37
"White",40000,40.38
"White",40000,40.39
"White",40000,40.4
"White",40000,40.41
"White",40000,40.42
"White",40000,40.43
"White",40000,40.44
"White",40000,40.45
"White",40000,40.46
"White",40000,40.47
"White",40000,40.48
"White",40000,40.49
"White",40000,40.5
"White",40000,40.51
"White",40000,40.52
"White",40000,40.53
"White",40000,40.54
"White",40000,40.55
"White",40000,40.56
"White",40000,40.57
"White",40000,40.58
"White",40000,40.59
"White",40000,40.6
"White",40000,40.61
"White",40000,40.62
"White",40000,40.63
"White",40000,40.64
"White",40000,40.65
"White",40000,40.66
"White",40000,40.67
"White",40000,40.68
"White",40000,40.69
"White",40000,40.7
"White",40000,40.71
"White",40000,40.72
"White",40000,40.73
"White",40000,40.74
"White",40000,40.75
"White",40000,40.76
"White",40000,40.77
"White",40000,40.78
"White",40000,40.79
"White",40000,40.8
"White",40000,40.81
"White",40000,40.82
"White",40000,40.83
"White",40000,40.84
"White",40000,40.85
"White",40000,40.86
"White",40000,40.87
"White",40000,40.88
"White",40000,40.89
"White",40000,40.9
"White",40000,40.91
"White",40000,40.92
"White",40000,40.93
"White",40000,40.94
"White",40000,40.95
"White",40000,40.96
"White",40000,40.97
"White",40000,40.98
"White",40000,40.99
"White",40000,41
"White",40000,41.01
"White",40000,41.02
"White",40000,41.03
"White",40000,41.04
"White",40000,41.05
"White",40000,41.06
"White",40000,41.07
"White",40000,41.08
"White",40000,41.09
"White",40000,41.1
"White",40000,41.11
"White",40000,41.12
"White",40000,41.13
"White",40000,41.14
"White",40000,41.15
"White",40000,41.16
"White",40000,41.17
"White",40000,41.18
"White",40000,41.19
"White",40000,41.2
"White",40000,41.21
"White",40010,41.22
"White",40040,41.23
"White",40100,41.24
"White",40100,41.25
"White",40100,41.26
"White",40130,41.27
"White",40200,41.28
"White",40200,41.29
"White",40230,41.3
"White",40300,41.31
"White",40300,41.32
"White",40400,41.33
"White",40400,41.34
"White",40410,41.35
"White",40500,41.36
"White",40500,41.37
"White",40500,41.38
"White",40500,41.39
"White",40600,41.4
"White",40600,41.41
"White",40700,41.42
"White",40700,41.43
"White",40800,41.44
"White",40800,41.45
"White",40800,41.46
"White",40860,41.47
"White",40900,41.48
"White",41000,41.49
"White",41000,41.5
"White",41000,41.51
"White",41000,41.52
"White",41000,41.53
"White",41000,41.54
"White",41000,41.55
"White",41000,41.56
"White",41000,41.57
"White",41000,41.58
"White",41000,41.59
"White",41000,41.6
"White",41000,41.61
"White",41000,41.62
"White",41000,41.63
"White",41000,41.64
"White",41000,41.65
"White",41000,41.66
"White",41000,41.67
"White",41000,41.68
"White",41000,41.69
"White",41000,41.7
"White",41000,41.71
"White",41000,41.72
"White",41000,41.73
"White",41000,41.74
"White",41010,41.75
"White",41100,41.76
"White",41100,41.77
"White",41200,41.78
"White",41200,41.79
"White",41200,41.8
"White",41300,41.81
"White",41300,41.82
"White",41400,41.83
"White",41481.3759999999,41.84
"White",41500,41.85
"White",41500,41.86
"White",41500,41.87
"White",41600,41.88
"White",41600,41.89
"White",41600,41.9
"White",41600,41.91
"White",41600,41.92
"White",41600,41.93
"White",41600,41.94
"White",41600,41.95
"White",41700,41.96
"White",41700,41.97
"White",41800,41.98
"White",41800,41.99
"White",41900,42
"White",41900,42.01
"White",42000,42.02
"White",42000,42.03
"White",42000,42.04
"White",42000,42.05
"White",42000,42.06
"White",42000,42.07
"White",42000,42.08
"White",42000,42.09
"White",42000,42.1
"White",42000,42.11
"White",42000,42.12
"White",42000,42.13
"White",42000,42.14
"White",42000,42.15
"White",42000,42.16
"White",42000,42.17
"White",42000,42.18
"White",42000,42.19
"White",42000,42.2
"White",42000,42.21
"White",42000,42.22
"White",42000,42.23
"White",42000,42.24
"White",42000,42.25
"White",42000,42.26
"White",42000,42.27
"White",42000,42.28
"White",42000,42.29
"White",42000,42.3
"White",42000,42.31
"White",42000,42.32
"White",42000,42.33
"White",42000,42.34
"White",42000,42.35
"White",42000,42.36
"White",42000,42.37
"White",42000,42.38
"White",42000,42.39
"White",42000,42.4
"White",42000,42.41
"White",42000,42.42
"White",42000,42.43
"White",42000,42.44
"White",42000,42.45
"White",42000,42.46
"White",42000,42.47
"White",42000,42.48
"White",42000,42.49
"White",42000,42.5
"White",42000,42.51
"White",42000,42.52
"White",42000,42.53
"White",42000,42.54
"White",42000,42.55
"White",42000,42.56
"White",42000,42.57
"White",42000,42.58
"White",42000,42.59
"White",42000,42.6
"White",42000,42.61
"White",42000,42.62
"White",42000,42.63
"White",42000,42.64
"White",42000,42.65
"White",42000,42.66
"White",42000,42.67
"White",42000,42.68
"White",42000,42.69
"White",42000,42.7
"White",42000,42.71
"White",42040,42.72
"White",42100,42.73
"White",42100,42.74
"White",42200,42.75
"White",42200,42.76
"White",42250,42.77
"White",42300,42.78
"White",42400,42.79
"White",42400,42.8
"White",42400,42.81
"White",42500,42.82
"White",42500,42.83
"White",42500,42.84
"White",42500,42.85
"White",42500,42.86
"White",42600,42.87
"White",42600,42.88
"White",42700,42.89
"White",42700,42.9
"White",42800,42.91
"White",42800,42.92
"White",42900,42.93
"White",42910,42.94
"White",43000,42.95
"White",43000,42.96
"White",43000,42.97
"White",43000,42.98
"White",43000,42.99
"White",43000,43
"White",43000,43.01
"White",43000,43.02
"White",43000,43.03
"White",43000,43.04
"White",43000,43.05
"White",43000,43.06
"White",43000,43.07
"White",43000,43.08
"White",43000,43.09
"White",43000,43.1
"White",43000,43.11
"White",43000,43.12
"White",43000,43.13
"White",43000,43.14
"White",43000,43.15
"White",43000,43.16
"White",43000,43.17
"White",43000,43.18
"White",43000,43.19
"White",43000,43.2
"White",43000,43.21
"White",43000,43.22
"White",43000,43.23
"White",43000,43.24
"White",43000,43.25
"White",43000,43.26
"White",43000,43.27
"White",43000,43.28
"White",43010,43.29
"White",43100,43.3
"White",43100,43.31
"White",43200,43.32
"White",43200,43.33
"White",43200,43.34
"White",43200,43.35
"White",43300,43.36
"White",43300,43.37
"White",43400,43.38
"White",43400,43.39
"White",43500,43.4
"White",43500,43.41
"White",43500,43.42
"White",43500,43.43
"White",43600,43.44
"White",43600,43.45
"White",43600,43.46
"White",43700,43.47
"White",43700,43.48
"White",43700,43.49
"White",43800,43.5
"White",43800,43.51
"White",43839.7759999998,43.52
"White",43900,43.53
"White",44000,43.54
"White",44000,43.55
"White",44000,43.56
"White",44000,43.57
"White",44000,43.58
"White",44000,43.59
"White",44000,43.6
"White",44000,43.61
"White",44000,43.62
"White",44000,43.63
"White",44000,43.64
"White",44000,43.65
"White",44000,43.66
"White",44000,43.67
"White",44000,43.68
