"income_q_race","scenario","race","welfare"
100,"Redistribution","Whites",-0.652924430050714
99.9999298725731,"Redistribution","Whites",-0.65017400562423
99.9997656267575,"Redistribution","Whites",-0.648152103323707
99.9991049525779,"Redistribution","Whites",-0.645760965778599
99.998501487615,"Redistribution","Whites",-0.64510544670023
99.9982818780413,"Redistribution","Whites",-0.644578551937656
99.9981582323149,"Redistribution","Whites",-0.643701414679681
99.9969383841788,"Redistribution","Whites",-0.641896326424305
99.9967907474906,"Redistribution","Whites",-0.641005309888451
99.9966892472675,"Redistribution","Whites",-0.640673571903891
99.9963921284326,"Redistribution","Whites",-0.640589976645703
99.9955229174309,"Redistribution","Whites",-0.639609125355827
99.9951962712583,"Redistribution","Whites",-0.638904912141575
99.9947072247287,"Redistribution","Whites",-0.638609447131216
99.9946352518432,"Redistribution","Whites",-0.63809018993747
99.9945429789131,"Redistribution","Whites",-0.637998151576417
99.994279078333,"Redistribution","Whites",-0.637859515462671
99.9940483960077,"Redistribution","Whites",-0.637580141069872
99.9939247502813,"Redistribution","Whites",-0.637439392135969
99.9937918772619,"Redistribution","Whites",-0.637345162617004
99.9934892220512,"Redistribution","Whites",-0.636965034203902
99.9929060571328,"Redistribution","Whites",-0.636331261051284
99.992710438521,"Redistribution","Whites",-0.635792918360426
99.9924705289027,"Redistribution","Whites",-0.635542543124087
99.9922306192844,"Redistribution","Whites",-0.635492205456751
99.991717581793,"Redistribution","Whites",-0.635188321722712
99.991689899914,"Redistribution","Whites",-0.635035175076073
99.9914758267161,"Redistribution","Whites",-0.634906933093584
99.9912525262252,"Redistribution","Whites",-0.634881216726598
99.9901175691848,"Redistribution","Whites",-0.634829715781684
99.9899883870826,"Redistribution","Whites",-0.634778123687591
99.989931177866,"Redistribution","Whites",-0.634726440202051
99.9898130685154,"Redistribution","Whites",-0.633993137565049
99.9896746591203,"Redistribution","Whites",-0.633295530779698
99.9894882678014,"Redistribution","Whites",-0.633022817992325
99.9868344983314,"Redistribution","Whites",-0.632581268720294
99.9867514526943,"Redistribution","Whites",-0.632469865880623
99.9866444160953,"Redistribution","Whites",-0.632358052338281
99.9864303428975,"Redistribution","Whites",-0.632133184024449
99.9861535241071,"Redistribution","Whites",-0.631274897790199
99.986079705763,"Redistribution","Whites",-0.631216819064116
99.9858951599028,"Redistribution","Whites",-0.630924781658214
99.9858121142657,"Redistribution","Whites",-0.630332362684893
99.9854577862141,"Redistribution","Whites",-0.629850240234203
99.9853802769528,"Redistribution","Whites",-0.629734646220387
99.9851606673791,"Redistribution","Whites",-0.629667530128993
99.9850444034872,"Redistribution","Whites",-0.629422268949904
99.9840626195108,"Redistribution","Whites",-0.629199907291778
99.983922364657,"Redistribution","Whites",-0.629175104579856
99.978149770149,"Redistribution","Whites",-0.628800740782165
99.9778544967727,"Redistribution","Whites",-0.628548720342065
99.9777529965496,"Redistribution","Whites",-0.628230904025802
99.9775352324345,"Redistribution","Whites",-0.628166964992831
99.97709232237,"Redistribution","Whites",-0.62803870818834
99.9770332676947,"Redistribution","Whites",-0.627585793070411
99.9769834403124,"Redistribution","Whites",-0.627520575827175
99.9767306124839,"Redistribution","Whites",-0.62738975117478
99.976516539286,"Redistribution","Whites",-0.627324142986504
99.9762175749925,"Redistribution","Whites",-0.627192532926289
99.9757580558005,"Redistribution","Whites",-0.626927726998789
99.9756454828258,"Redistribution","Whites",-0.626861192815124
99.9755199916408,"Redistribution","Whites",-0.626593713181672
99.9754092641247,"Redistribution","Whites",-0.626539957907456
99.975161972672,"Redistribution","Whites",-0.626533232389626
99.9749442085569,"Redistribution","Whites",-0.626526505512965
99.9745935714225,"Redistribution","Whites",-0.626459161920097
99.9742872252945,"Redistribution","Whites",-0.62635789076927
99.9740768430138,"Redistribution","Whites",-0.626205405803896
99.9739421245359,"Redistribution","Whites",-0.626204047258714
99.9738793789434,"Redistribution","Whites",-0.626188420023416
99.9723771756411,"Redistribution","Whites",-0.625778158484147
99.9723144300487,"Redistribution","Whites",-0.625709292100025
99.9716519104104,"Redistribution","Whites",-0.625571135923261
99.9715338010599,"Redistribution","Whites",-0.625501845261656
99.9711038092056,"Redistribution","Whites",-0.625047967745854
99.9708620541287,"Redistribution","Whites",-0.624942360147502
99.9702512073313,"Redistribution","Whites",-0.624801039238932
99.9693653872022,"Redistribution","Whites",-0.624587955953706
99.9691882231764,"Redistribution","Whites",-0.624516632510407
99.9691236321253,"Redistribution","Whites",-0.624301768650847
99.9686345855957,"Redistribution","Whites",-0.624157776793973
99.9683799123086,"Redistribution","Whites",-0.623867977789233
99.9604241402742,"Redistribution","Whites",-0.623795147067199
99.9603577037645,"Redistribution","Whites",-0.623736772099869
99.9602598944586,"Redistribution","Whites",-0.62372216299384
99.9581173170213,"Redistribution","Whites",-0.623649025084108
99.9579198529509,"Redistribution","Whites",-0.623502285805092
99.9578183527278,"Redistribution","Whites",-0.623281010869237
99.9577039342944,"Redistribution","Whites",-0.622909076797272
99.95752492481,"Redistribution","Whites",-0.622774208861586
99.9574492610073,"Redistribution","Whites",-0.622684008675201
99.9571023147901,"Redistribution","Whites",-0.622533159878952
99.9566003500503,"Redistribution","Whites",-0.622381663547429
99.9562201855782,"Redistribution","Whites",-0.62230567125105
99.9561260671895,"Redistribution","Whites",-0.622000062230741
99.9560559397626,"Redistribution","Whites",-0.621923247359032
99.9559802759599,"Redistribution","Whites",-0.621846266369442
99.955854784775,"Redistribution","Whites",-0.62161432128492
99.9555835023604,"Redistribution","Whites",-0.621380861569993
99.9555078385577,"Redistribution","Whites",-0.621302702512324
99.9554469384238,"Redistribution","Whites",-0.621067200092467
99.9552457834362,"Redistribution","Whites",-0.620909338488547
99.9552162560986,"Redistribution","Whites",-0.620591530854416
99.9550778467034,"Redistribution","Whites",-0.62035133312599
99.9523631770995,"Redistribution","Whites",-0.620270913255283
99.9520918946849,"Redistribution","Whites",-0.620109539041803
99.9517449484677,"Redistribution","Whites",-0.619784636068848
99.9514459841741,"Redistribution","Whites",-0.619621097695045
99.9513149566134,"Redistribution","Whites",-0.619539054662026
99.9511156470843,"Redistribution","Whites",-0.619456828248437
99.9504162182741,"Redistribution","Whites",-0.619395037724409
99.9502427451654,"Redistribution","Whites",-0.619374417838481
99.9499696172923,"Redistribution","Whites",-0.619209042552445
99.949892108031,"Redistribution","Whites",-0.619126076430899
99.9497352440498,"Redistribution","Whites",-0.618959584096046
99.9479691401674,"Redistribution","Whites",-0.618876056620374
99.9479414582884,"Redistribution","Whites",-0.618792340759548
99.9478657944857,"Redistribution","Whites",-0.618624341326221
99.9477218487147,"Redistribution","Whites",-0.618455580654656
99.9476701758739,"Redistribution","Whites",-0.618370913235079
99.9465555188781,"Redistribution","Whites",-0.61807305891679
99.9463451365974,"Redistribution","Whites",-0.618030314394774
99.9461550543614,"Redistribution","Whites",-0.617858848221152
99.9460055722146,"Redistribution","Whites",-0.617772821110725
99.9428479925461,"Redistribution","Whites",-0.617686597086779
99.9426486830171,"Redistribution","Whites",-0.617643411020737
99.9423294186789,"Redistribution","Whites",-0.617617475634924
99.9422334548316,"Redistribution","Whites",-0.617600175472129
99.9414417530912,"Redistribution","Whites",-0.61751355558647
99.9391404662142,"Redistribution","Whites",-0.617383252503981
99.9390740297045,"Redistribution","Whites",-0.617339718265269
99.9385462285442,"Redistribution","Whites",-0.617331005410374
99.9383173916775,"Redistribution","Whites",-0.617278686172865
99.9380996275625,"Redistribution","Whites",-0.617252499453414
99.937874481613,"Redistribution","Whites",-0.617208814707043
99.9377785177657,"Redistribution","Whites",-0.617165079617889
99.9362633962532,"Redistribution","Whites",-0.617077458062571
99.9361046868134,"Redistribution","Whites",-0.616989634088121
99.9329323434761,"Redistribution","Whites",-0.616901606991956
99.932840070546,"Redistribution","Whites",-0.616813376068242
99.932714579361,"Redistribution","Whites",-0.616724940607865
99.9317327953846,"Redistribution","Whites",-0.616636299898419
99.9315464040658,"Redistribution","Whites",-0.616547453224186
99.9314855039319,"Redistribution","Whites",-0.616279670205424
99.9313083399061,"Redistribution","Whites",-0.61618999244787
99.9311034940012,"Redistribution","Whites",-0.616100105096534
99.9309872301093,"Redistribution","Whites",-0.616010007415401
99.9308469752555,"Redistribution","Whites",-0.615919698665007
99.9307307113636,"Redistribution","Whites",-0.615829178102411
99.9303007195092,"Redistribution","Whites",-0.615738444981186
99.9301918374517,"Redistribution","Whites",-0.615556338059532
99.9296252816608,"Redistribution","Whites",-0.615528948056793
99.9295496178581,"Redistribution","Whites",-0.615464962748595
99.9286508795188,"Redistribution","Whites",-0.615318313527572
99.9285346156269,"Redistribution","Whites",-0.615281564623432
99.9282780968812,"Redistribution","Whites",-0.615235579637403
99.9281378420274,"Redistribution","Whites",-0.61518954027718
99.9261281376095,"Redistribution","Whites",-0.61481925629066
99.9253548904551,"Redistribution","Whites",-0.614726134740311
99.9251721900535,"Redistribution","Whites",-0.614539225458296
99.9236995140889,"Redistribution","Whites",-0.614351422623804
99.9235703319867,"Redistribution","Whites",-0.614162719810473
99.9234725226808,"Redistribution","Whites",-0.614068028886624
99.923151412884,"Redistribution","Whites",-0.613782588232063
99.9229650215652,"Redistribution","Whites",-0.613543141346158
99.9228782850109,"Redistribution","Whites",-0.613495078391045
99.9226494481442,"Redistribution","Whites",-0.613398778062576
99.9225055023732,"Redistribution","Whites",-0.613205476770116
99.92231172922,"Redistribution","Whites",-0.613108474103992
99.9221991562453,"Redistribution","Whites",-0.613020970101537
99.9220902741877,"Redistribution","Whites",-0.61291376044551
99.9219943103404,"Redistribution","Whites",-0.612825829712428
99.9218392918178,"Redistribution","Whites",-0.61281604772603
99.9216030731167,"Redistribution","Whites",-0.612718096587942
99.9213576271226,"Redistribution","Whites",-0.612619906157095
99.9211047992941,"Redistribution","Whites",-0.612422803899111
99.9170392539933,"Redistribution","Whites",-0.612323890302168
99.9169783538594,"Redistribution","Whites",-0.612224733872804
99.9169008445981,"Redistribution","Whites",-0.612175064316192
99.9167864261648,"Redistribution","Whites",-0.612125333715202
99.91633059789,"Redistribution","Whites",-0.61202568892913
99.9160482427239,"Redistribution","Whites",-0.611995747655623
99.9159375152077,"Redistribution","Whites",-0.611925798609915
99.9155425870668,"Redistribution","Whites",-0.611795572627257
99.9153967958373,"Redistribution","Whites",-0.611725277731006
99.9137469558468,"Redistribution","Whites",-0.611624645339507
99.9126249170166,"Redistribution","Whites",-0.611523763751213
99.9119384064166,"Redistribution","Whites",-0.611422632038826
99.9115176418553,"Redistribution","Whites",-0.61121961450953
99.9113755415429,"Redistribution","Whites",-0.61101558524056
99.9108551222171,"Redistribution","Whites",-0.610913188835971
99.9105598488407,"Redistribution","Whites",-0.610810536645721
99.9092901733223,"Redistribution","Whites",-0.610717930184276
99.9091111638379,"Redistribution","Whites",-0.610630276937815
99.9089782908186,"Redistribution","Whites",-0.610604461062751
99.907570205905,"Redistribution","Whites",-0.610397350752343
99.904015852637,"Redistribution","Whites",-0.610293405134518
99.9038792887005,"Redistribution","Whites",-0.610189197897196
99.9031521780112,"Redistribution","Whites",-0.609874996548101
99.9030968142531,"Redistribution","Whites",-0.609769732887512
99.9028163045456,"Redistribution","Whites",-0.609664202609556
99.9019655481299,"Redistribution","Whites",-0.609579585740891
99.9017976113971,"Redistribution","Whites",-0.609558404699397
99.9014543560971,"Redistribution","Whites",-0.609452338137054
99.9004135174454,"Redistribution","Whites",-0.60934600189734
99.8999613800878,"Redistribution","Whites",-0.609132516258923
99.8991881329335,"Redistribution","Whites",-0.609025364783593
99.8958017163983,"Redistribution","Whites",-0.608810239289234
99.8956762252134,"Redistribution","Whites",-0.608756285784072
99.89556180678,"Redistribution","Whites",-0.608723880513127
99.8954510792639,"Redistribution","Whites",-0.608702263161515
99.8944305406568,"Redistribution","Whites",-0.608594010031952
99.894063294395,"Redistribution","Whites",-0.608534352351954
99.8939728669234,"Redistribution","Whites",-0.608485478832611
99.8935096568143,"Redistribution","Whites",-0.608376668490051
99.8930593649153,"Redistribution","Whites",-0.608267577925306
99.8925278728379,"Redistribution","Whites",-0.608201988628871
99.8924466726594,"Redistribution","Whites",-0.608158206053828
99.8913781521286,"Redistribution","Whites",-0.608048551785469
99.891149315262,"Redistribution","Whites",-0.607938614024437
99.8899553035463,"Redistribution","Whites",-0.607828391669255
99.8893795204624,"Redistribution","Whites",-0.607717883612734
99.8892337292328,"Redistribution","Whites",-0.607607088741929
99.88889416485,"Redistribution","Whites",-0.607496005938101
99.8886468733973,"Redistribution","Whites",-0.607384634076688
99.887748135058,"Redistribution","Whites",-0.607272972027252
99.8872941522418,"Redistribution","Whites",-0.607161018653455
99.8861388951568,"Redistribution","Whites",-0.607093706318542
99.8861130587363,"Redistribution","Whites",-0.607048772813013
99.884717892033,"Redistribution","Whites",-0.606958764793243
