"class_f","income","income_q"
"Professionals",33000,15.94
"Professionals",33000,15.95
"Professionals",33000,15.96
"Professionals",33000,15.97
"Professionals",33000,15.98
"Professionals",33000,15.99
"Professionals",33000,16
"Professionals",33000,16.01
"Professionals",33000,16.02
"Professionals",33000,16.03
"Professionals",33000,16.04
"Professionals",33000,16.05
"Professionals",33000,16.06
"Professionals",33100,16.07
"Professionals",33200,16.08
"Professionals",33210.166,16.09
"Professionals",33300,16.1
"Professionals",33336.114,16.11
"Professionals",33400,16.12
"Professionals",33500,16.13
"Professionals",33500,16.14
"Professionals",33600,16.15
"Professionals",33600,16.16
"Professionals",33661.8740000001,16.17
"Professionals",33700,16.18
"Professionals",33800,16.19
"Professionals",33800,16.2
"Professionals",33923.416,16.21
"Professionals",34000,16.22
"Professionals",34000,16.23
"Professionals",34000,16.24
"Professionals",34000,16.25
"Professionals",34000,16.26
"Professionals",34000,16.27
"Professionals",34000,16.28
"Professionals",34000,16.29
"Professionals",34000,16.3
"Professionals",34000,16.31
"Professionals",34000,16.32
"Professionals",34000,16.33
"Professionals",34000,16.34
"Professionals",34000,16.35
"Professionals",34000,16.36
"Professionals",34000,16.37
"Professionals",34000,16.38
"Professionals",34000,16.39
"Professionals",34000,16.4
"Professionals",34000,16.41
"Professionals",34000,16.42
"Professionals",34000,16.43
"Professionals",34100,16.44
"Professionals",34100,16.45
"Professionals",34210.408,16.46
"Professionals",34300,16.47
"Professionals",34400,16.48
"Professionals",34400,16.49
"Professionals",34500,16.5
"Professionals",34500,16.51
"Professionals",34600,16.52
"Professionals",34700,16.53
"Professionals",34800,16.54
"Professionals",34806.97,16.55
"Professionals",34900,16.56
"Professionals",35000,16.57
"Professionals",35000,16.58
"Professionals",35000,16.59
"Professionals",35000,16.6
"Professionals",35000,16.61
"Professionals",35000,16.62
"Professionals",35000,16.63
"Professionals",35000,16.64
"Professionals",35000,16.65
"Professionals",35000,16.66
"Professionals",35000,16.67
"Professionals",35000,16.68
"Professionals",35000,16.69
"Professionals",35000,16.7
"Professionals",35000,16.71
"Professionals",35000,16.72
"Professionals",35000,16.73
"Professionals",35000,16.74
"Professionals",35000,16.75
"Professionals",35000,16.76
"Professionals",35000,16.77
"Professionals",35000,16.78
"Professionals",35000,16.79
"Professionals",35000,16.8
"Professionals",35000,16.81
"Professionals",35000,16.82
"Professionals",35000,16.83
"Professionals",35000,16.84
"Professionals",35000,16.85
"Professionals",35000,16.86
"Professionals",35000,16.87
"Professionals",35000,16.88
"Professionals",35000,16.89
"Professionals",35000,16.9
"Professionals",35000,16.91
"Professionals",35000,16.92
"Professionals",35000,16.93
"Professionals",35000,16.94
"Professionals",35000,16.95
"Professionals",35000,16.96
"Professionals",35000,16.97
"Professionals",35000,16.98
"Professionals",35000,16.99
"Professionals",35000,17
"Professionals",35000,17.01
"Professionals",35000,17.02
"Professionals",35000,17.03
"Professionals",35000,17.04
"Professionals",35000,17.05
"Professionals",35000,17.06
"Professionals",35000,17.07
"Professionals",35000,17.08
"Professionals",35000,17.09
"Professionals",35000,17.1
"Professionals",35000,17.11
"Professionals",35000,17.12
"Professionals",35000,17.13
"Professionals",35000,17.14
"Professionals",35000,17.15
"Professionals",35000,17.16
"Professionals",35000,17.17
"Professionals",35000,17.18
"Professionals",35000,17.19
"Professionals",35000,17.2
"Professionals",35000,17.21
"Professionals",35000,17.22
"Professionals",35000,17.23
"Professionals",35000,17.24
"Professionals",35000,17.25
"Professionals",35000,17.26
"Professionals",35000,17.27
"Professionals",35000,17.28
"Professionals",35000,17.29
"Professionals",35000,17.3
"Professionals",35000,17.31
"Professionals",35000,17.32
"Professionals",35000,17.33
"Professionals",35000,17.34
"Professionals",35000,17.35
"Professionals",35000,17.36
"Professionals",35000,17.37
"Professionals",35000,17.38
"Professionals",35000,17.39
"Professionals",35000,17.4
"Professionals",35000,17.41
"Professionals",35000,17.42
"Professionals",35000,17.43
"Professionals",35000,17.44
"Professionals",35000,17.45
"Professionals",35000,17.46
"Professionals",35000,17.47
"Professionals",35000,17.48
"Professionals",35000,17.49
"Professionals",35000,17.5
"Professionals",35000,17.51
"Professionals",35000,17.52
"Professionals",35000,17.53
"Professionals",35020,17.54
"Professionals",35100,17.55
"Professionals",35100,17.56
"Professionals",35200,17.57
"Professionals",35200,17.58
"Professionals",35300,17.59
"Professionals",35400,17.6
"Professionals",35500,17.61
"Professionals",35500,17.62
"Professionals",35540.8100000001,17.63
"Professionals",35600,17.64
"Professionals",35700,17.65
"Professionals",35800,17.66
"Professionals",35800,17.67
"Professionals",35900,17.68
"Professionals",36000,17.69
"Professionals",36000,17.7
"Professionals",36000,17.71
"Professionals",36000,17.72
"Professionals",36000,17.73
"Professionals",36000,17.74
"Professionals",36000,17.75
"Professionals",36000,17.76
"Professionals",36000,17.77
"Professionals",36000,17.78
"Professionals",36000,17.79
"Professionals",36000,17.8
"Professionals",36000,17.81
"Professionals",36000,17.82
"Professionals",36000,17.83
"Professionals",36000,17.84
"Professionals",36000,17.85
"Professionals",36000,17.86
"Professionals",36000,17.87
"Professionals",36000,17.88
"Professionals",36000,17.89
"Professionals",36000,17.9
"Professionals",36000,17.91
"Professionals",36000,17.92
"Professionals",36000,17.93
"Professionals",36000,17.94
"Professionals",36000,17.95
"Professionals",36000,17.96
"Professionals",36000,17.97
"Professionals",36000,17.98
"Professionals",36000,17.99
"Professionals",36000,18
"Professionals",36000,18.01
"Professionals",36000,18.02
"Professionals",36000,18.03
"Professionals",36000,18.04
"Professionals",36000,18.05
"Professionals",36000,18.06
"Professionals",36000,18.07
"Professionals",36000,18.08
"Professionals",36000,18.09
"Professionals",36000,18.1
"Professionals",36000,18.11
"Professionals",36000,18.12
"Professionals",36000,18.13
"Professionals",36000,18.14
"Professionals",36052.81,18.15
"Professionals",36100,18.16
"Professionals",36200,18.17
"Professionals",36200,18.18
"Professionals",36273.53,18.19
"Professionals",36400,18.2
"Professionals",36400,18.21
"Professionals",36400,18.22
"Professionals",36500,18.23
"Professionals",36500,18.24
"Professionals",36500,18.25
"Professionals",36600,18.26
"Professionals",36652.49,18.27
"Professionals",36700,18.28
"Professionals",36800,18.29
"Professionals",36900,18.3
"Professionals",37000,18.31
"Professionals",37000,18.32
"Professionals",37000,18.33
"Professionals",37000,18.34
"Professionals",37000,18.35
"Professionals",37000,18.36
"Professionals",37000,18.37
"Professionals",37000,18.38
"Professionals",37000,18.39
"Professionals",37000,18.4
"Professionals",37000,18.41
"Professionals",37000,18.42
"Professionals",37000,18.43
"Professionals",37000,18.44
"Professionals",37000,18.45
"Professionals",37000,18.46
"Professionals",37000,18.47
"Professionals",37000,18.48
"Professionals",37100,18.49
"Professionals",37120,18.5
"Professionals",37200,18.51
"Professionals",37300,18.52
"Professionals",37400,18.53
"Professionals",37400,18.54
"Professionals",37500,18.55
"Professionals",37500,18.56
"Professionals",37500,18.57
"Professionals",37500,18.58
"Professionals",37600,18.59
"Professionals",37600,18.6
"Professionals",37700,18.61
"Professionals",37800,18.62
"Professionals",37900,18.63
"Professionals",38000,18.64
"Professionals",38000,18.65
"Professionals",38000,18.66
"Professionals",38000,18.67
"Professionals",38000,18.68
"Professionals",38000,18.69
"Professionals",38000,18.7
"Professionals",38000,18.71
"Professionals",38000,18.72
"Professionals",38000,18.73
"Professionals",38000,18.74
"Professionals",38000,18.75
"Professionals",38000,18.76
"Professionals",38000,18.77
"Professionals",38000,18.78
"Professionals",38000,18.79
"Professionals",38000,18.8
"Professionals",38000,18.81
"Professionals",38000,18.82
"Professionals",38000,18.83
"Professionals",38000,18.84
"Professionals",38000,18.85
"Professionals",38000,18.86
"Professionals",38000,18.87
"Professionals",38000,18.88
"Professionals",38000,18.89
"Professionals",38000,18.9
"Professionals",38000,18.91
"Professionals",38000,18.92
"Professionals",38000,18.93
"Professionals",38000,18.94
"Professionals",38000,18.95
"Professionals",38000,18.96
"Professionals",38000,18.97
"Professionals",38000,18.98
"Professionals",38000,18.99
"Professionals",38000,19
"Professionals",38000,19.01
"Professionals",38020,19.02
"Professionals",38100,19.03
"Professionals",38200,19.04
"Professionals",38200,19.05
"Professionals",38300,19.06
"Professionals",38400,19.07
"Professionals",38400,19.08
"Professionals",38400,19.09
"Professionals",38500,19.1
"Professionals",38500,19.11
"Professionals",38500,19.12
"Professionals",38600,19.13
"Professionals",38600,19.14
"Professionals",38700,19.15
"Professionals",38800,19.16
"Professionals",38900,19.17
"Professionals",38904.132,19.18
"Professionals",39000,19.19
"Professionals",39000,19.2
"Professionals",39000,19.21
"Professionals",39000,19.22
"Professionals",39000,19.23
"Professionals",39000,19.24
"Professionals",39000,19.25
"Professionals",39000,19.26
"Professionals",39000,19.27
"Professionals",39000,19.28
"Professionals",39000,19.29
"Professionals",39000,19.3
"Professionals",39000,19.31
"Professionals",39000,19.32
"Professionals",39000,19.33
"Professionals",39000,19.34
"Professionals",39049.38,19.35
"Professionals",39200,19.36
"Professionals",39200,19.37
"Professionals",39300,19.38
"Professionals",39400,19.39
"Professionals",39500,19.4
"Professionals",39500,19.41
"Professionals",39591.016,19.42
"Professionals",39600,19.43
"Professionals",39800,19.44
"Professionals",39837.72,19.45
"Professionals",39900,19.46
"Professionals",40000,19.47
"Professionals",40000,19.48
"Professionals",40000,19.49
"Professionals",40000,19.5
"Professionals",40000,19.51
"Professionals",40000,19.52
"Professionals",40000,19.53
"Professionals",40000,19.54
"Professionals",40000,19.55
"Professionals",40000,19.56
"Professionals",40000,19.57
"Professionals",40000,19.58
"Professionals",40000,19.59
"Professionals",40000,19.6
"Professionals",40000,19.61
"Professionals",40000,19.62
"Professionals",40000,19.63
"Professionals",40000,19.64
"Professionals",40000,19.65
"Professionals",40000,19.66
"Professionals",40000,19.67
"Professionals",40000,19.68
"Professionals",40000,19.69
"Professionals",40000,19.7
"Professionals",40000,19.71
"Professionals",40000,19.72
"Professionals",40000,19.73
"Professionals",40000,19.74
"Professionals",40000,19.75
"Professionals",40000,19.76
"Professionals",40000,19.77
"Professionals",40000,19.78
"Professionals",40000,19.79
"Professionals",40000,19.8
"Professionals",40000,19.81
"Professionals",40000,19.82
"Professionals",40000,19.83
"Professionals",40000,19.84
"Professionals",40000,19.85
"Professionals",40000,19.86
"Professionals",40000,19.87
"Professionals",40000,19.88
"Professionals",40000,19.89
"Professionals",40000,19.9
"Professionals",40000,19.91
"Professionals",40000,19.92
"Professionals",40000,19.93
"Professionals",40000,19.94
"Professionals",40000,19.95
"Professionals",40000,19.96
"Professionals",40000,19.97
"Professionals",40000,19.98
"Professionals",40000,19.99
"Professionals",40000,20
"Professionals",40000,20.01
"Professionals",40000,20.02
"Professionals",40000,20.03
"Professionals",40000,20.04
"Professionals",40000,20.05
"Professionals",40000,20.06
"Professionals",40000,20.07
"Professionals",40000,20.08
"Professionals",40000,20.09
"Professionals",40000,20.1
"Professionals",40000,20.11
"Professionals",40000,20.12
"Professionals",40000,20.13
"Professionals",40000,20.14
"Professionals",40000,20.15
"Professionals",40000,20.16
"Professionals",40000,20.17
"Professionals",40000,20.18
"Professionals",40000,20.19
"Professionals",40000,20.2
"Professionals",40000,20.21
"Professionals",40000,20.22
"Professionals",40000,20.23
"Professionals",40000,20.24
"Professionals",40000,20.25
"Professionals",40000,20.26
"Professionals",40000,20.27
"Professionals",40000,20.28
"Professionals",40000,20.29
"Professionals",40000,20.3
"Professionals",40000,20.31
"Professionals",40000,20.32
"Professionals",40000,20.33
"Professionals",40000,20.34
"Professionals",40000,20.35
"Professionals",40000,20.36
"Professionals",40000,20.37
"Professionals",40000,20.38
"Professionals",40000,20.39
"Professionals",40000,20.4
"Professionals",40000,20.41
"Professionals",40000,20.42
"Professionals",40000,20.43
"Professionals",40000,20.44
"Professionals",40000,20.45
"Professionals",40000,20.46
"Professionals",40000,20.47
"Professionals",40000,20.48
"Professionals",40000,20.49
"Professionals",40000,20.5
"Professionals",40000,20.51
"Professionals",40000,20.52
"Professionals",40000,20.53
"Professionals",40000,20.54
"Professionals",40000,20.55
"Professionals",40000,20.56
"Professionals",40000,20.57
"Professionals",40000,20.58
"Professionals",40000,20.59
"Professionals",40000,20.6
"Professionals",40000,20.61
"Professionals",40000,20.62
"Professionals",40000,20.63
"Professionals",40000,20.64
"Professionals",40000,20.65
"Professionals",40000,20.66
"Professionals",40000,20.67
"Professionals",40000,20.68
"Professionals",40000,20.69
"Professionals",40000,20.7
"Professionals",40000,20.71
"Professionals",40000,20.72
"Professionals",40000,20.73
"Professionals",40000,20.74
"Professionals",40000,20.75
"Professionals",40000,20.76
"Professionals",40000,20.77
"Professionals",40000,20.78
"Professionals",40000,20.79
"Professionals",40000,20.8
"Professionals",40000,20.81
"Professionals",40000,20.82
"Professionals",40000,20.83
"Professionals",40000,20.84
"Professionals",40000,20.85
"Professionals",40000,20.86
"Professionals",40000,20.87
"Professionals",40000,20.88
"Professionals",40000,20.89
"Professionals",40000,20.9
"Professionals",40000,20.91
"Professionals",40000,20.92
"Professionals",40000,20.93
"Professionals",40000,20.94
"Professionals",40000,20.95
"Professionals",40000,20.96
"Professionals",40000,20.97
"Professionals",40000,20.98
"Professionals",40000,20.99
"Professionals",40000,21
"Professionals",40000,21.01
"Professionals",40000,21.02
"Professionals",40000,21.03
"Professionals",40000,21.04
"Professionals",40000,21.05
"Professionals",40000,21.06
"Professionals",40000,21.07
"Professionals",40000,21.08
"Professionals",40000,21.09
"Professionals",40000,21.1
"Professionals",40000,21.11
"Professionals",40000,21.12
"Professionals",40000,21.13
"Professionals",40000,21.14
"Professionals",40000,21.15
"Professionals",40000,21.16
"Professionals",40000,21.17
"Professionals",40000,21.18
"Professionals",40000,21.19
"Professionals",40000,21.2
"Professionals",40000,21.21
"Professionals",40000,21.22
"Professionals",40000,21.23
"Professionals",40000,21.24
"Professionals",40000,21.25
"Professionals",40000,21.26
"Professionals",40000,21.27
"Professionals",40000,21.28
"Professionals",40000,21.29
"Professionals",40000,21.3
"Professionals",40000,21.31
"Professionals",40000,21.32
"Professionals",40000,21.33
"Professionals",40000,21.34
"Professionals",40000,21.35
"Professionals",40010,21.36
"Professionals",40030,21.37
"Professionals",40050,21.38
"Professionals",40100,21.39
"Professionals",40100,21.4
"Professionals",40100,21.41
"Professionals",40200,21.42
"Professionals",40200,21.43
"Professionals",40250,21.44
"Professionals",40300,21.45
"Professionals",40370,21.46
"Professionals",40400,21.47
"Professionals",40408.152,21.48
"Professionals",40500,21.49
"Professionals",40500,21.5
"Professionals",40500,21.51
"Professionals",40600,21.52
"Professionals",40640,21.53
"Professionals",40700,21.54
"Professionals",40800,21.55
"Professionals",40800,21.56
"Professionals",40900,21.57
"Professionals",41000,21.58
"Professionals",41000,21.59
"Professionals",41000,21.6
"Professionals",41000,21.61
"Professionals",41000,21.62
"Professionals",41000,21.63
"Professionals",41000,21.64
"Professionals",41000,21.65
"Professionals",41000,21.66
"Professionals",41000,21.67
"Professionals",41000,21.68
"Professionals",41000,21.69
"Professionals",41000,21.7
"Professionals",41000,21.71
"Professionals",41000,21.72
"Professionals",41000,21.73
"Professionals",41000,21.74
"Professionals",41000,21.75
"Professionals",41000,21.76
"Professionals",41000,21.77
"Professionals",41100,21.78
"Professionals",41162.7680000002,21.79
"Professionals",41200,21.8
"Professionals",41300,21.81
"Professionals",41398.536,21.82
"Professionals",41400,21.83
"Professionals",41500,21.84
"Professionals",41500,21.85
"Professionals",41600,21.86
"Professionals",41600,21.87
"Professionals",41600,21.88
"Professionals",41600,21.89
"Professionals",41700,21.9
"Professionals",41800,21.91
"Professionals",41900,21.92
"Professionals",42000,21.93
"Professionals",42000,21.94
"Professionals",42000,21.95
"Professionals",42000,21.96
"Professionals",42000,21.97
"Professionals",42000,21.98
"Professionals",42000,21.99
"Professionals",42000,22
"Professionals",42000,22.01
"Professionals",42000,22.02
"Professionals",42000,22.03
"Professionals",42000,22.04
"Professionals",42000,22.05
"Professionals",42000,22.06
"Professionals",42000,22.07
"Professionals",42000,22.08
"Professionals",42000,22.09
"Professionals",42000,22.1
"Professionals",42000,22.11
"Professionals",42000,22.12
"Professionals",42000,22.13
"Professionals",42000,22.14
"Professionals",42000,22.15
"Professionals",42000,22.16
"Professionals",42000,22.17
"Professionals",42000,22.18
"Professionals",42000,22.19
"Professionals",42000,22.2
"Professionals",42000,22.21
"Professionals",42000,22.22
"Professionals",42000,22.23
"Professionals",42000,22.24
"Professionals",42000,22.25
"Professionals",42000,22.26
"Professionals",42000,22.27
"Professionals",42000,22.28
"Professionals",42000,22.29
"Professionals",42000,22.3
"Professionals",42000,22.31
"Professionals",42000,22.32
"Professionals",42000,22.33
"Professionals",42000,22.34
"Professionals",42000,22.35
"Professionals",42000,22.36
"Professionals",42000,22.37
"Professionals",42020,22.38
"Professionals",42100,22.39
"Professionals",42158.8,22.4
"Professionals",42200,22.41
"Professionals",42300,22.42
"Professionals",42377.046,22.43
"Professionals",42400,22.44
"Professionals",42500,22.45
"Professionals",42500,22.46
"Professionals",42500,22.47
"Professionals",42500,22.48
"Professionals",42500,22.49
"Professionals",42600,22.5
"Professionals",42600,22.51
"Professionals",42767.032,22.52
"Professionals",42816.2660000001,22.53
"Professionals",43000,22.54
"Professionals",43000,22.55
"Professionals",43000,22.56
"Professionals",43000,22.57
"Professionals",43000,22.58
"Professionals",43000,22.59
"Professionals",43000,22.6
"Professionals",43000,22.61
"Professionals",43000,22.62
"Professionals",43000,22.63
"Professionals",43000,22.64
"Professionals",43000,22.65
"Professionals",43000,22.66
"Professionals",43000,22.67
"Professionals",43000,22.68
"Professionals",43000,22.69
"Professionals",43000,22.7
"Professionals",43000,22.71
"Professionals",43000,22.72
"Professionals",43000,22.73
"Professionals",43000,22.74
"Professionals",43000,22.75
"Professionals",43000,22.76
"Professionals",43000,22.77
"Professionals",43000,22.78
"Professionals",43060.9839999999,22.79
"Professionals",43100,22.8
"Professionals",43166.0819999999,22.81
"Professionals",43200,22.82
"Professionals",43200,22.83
"Professionals",43300,22.84
"Professionals",43300,22.85
"Professionals",43394.2559999999,22.86
"Professionals",43400,22.87
"Professionals",43500,22.88
"Professionals",43500,22.89
"Professionals",43500,22.9
"Professionals",43500,22.91
"Professionals",43600,22.92
"Professionals",43700,22.93
"Professionals",43700,22.94
"Professionals",43800,22.95
"Professionals",43800,22.96
"Professionals",43900,22.97
"Professionals",43958.504,22.98
"Professionals",44000,22.99
"Professionals",44000,23
"Professionals",44000,23.01
"Professionals",44000,23.02
"Professionals",44000,23.03
"Professionals",44000,23.04
"Professionals",44000,23.05
"Professionals",44000,23.06
"Professionals",44000,23.07
"Professionals",44000,23.08
"Professionals",44000,23.09
"Professionals",44000,23.1
"Professionals",44000,23.11
"Professionals",44000,23.12
"Professionals",44000,23.13
"Professionals",44000,23.14
"Professionals",44000,23.15
"Professionals",44000,23.16
"Professionals",44000,23.17
"Professionals",44100,23.18
"Professionals",44150,23.19
"Professionals",44200,23.2
"Professionals",44200,23.21
"Professionals",44300,23.22
"Professionals",44400,23.23
"Professionals",44500,23.24
"Professionals",44500,23.25
"Professionals",44600,23.26
"Professionals",44700,23.27
"Professionals",44767.3600000002,23.28
"Professionals",44800,23.29
"Professionals",44894.7800000002,23.3
"Professionals",45000,23.31
"Professionals",45000,23.32
"Professionals",45000,23.33
"Professionals",45000,23.34
"Professionals",45000,23.35
"Professionals",45000,23.36
"Professionals",45000,23.37
"Professionals",45000,23.38
"Professionals",45000,23.39
"Professionals",45000,23.4
"Professionals",45000,23.41
"Professionals",45000,23.42
"Professionals",45000,23.43
"Professionals",45000,23.44
"Professionals",45000,23.45
"Professionals",45000,23.46
"Professionals",45000,23.47
"Professionals",45000,23.48
"Professionals",45000,23.49
"Professionals",45000,23.5
"Professionals",45000,23.51
"Professionals",45000,23.52
"Professionals",45000,23.53
"Professionals",45000,23.54
"Professionals",45000,23.55
"Professionals",45000,23.56
"Professionals",45000,23.57
"Professionals",45000,23.58
"Professionals",45000,23.59
"Professionals",45000,23.6
"Professionals",45000,23.61
"Professionals",45000,23.62
"Professionals",45000,23.63
"Professionals",45000,23.64
"Professionals",45000,23.65
"Professionals",45000,23.66
"Professionals",45000,23.67
"Professionals",45000,23.68
"Professionals",45000,23.69
"Professionals",45000,23.7
"Professionals",45000,23.71
"Professionals",45000,23.72
"Professionals",45000,23.73
"Professionals",45000,23.74
"Professionals",45000,23.75
"Professionals",45000,23.76
"Professionals",45000,23.77
"Professionals",45000,23.78
"Professionals",45000,23.79
"Professionals",45000,23.8
"Professionals",45000,23.81
"Professionals",45000,23.82
"Professionals",45000,23.83
"Professionals",45000,23.84
"Professionals",45000,23.85
"Professionals",45000,23.86
"Professionals",45000,23.87
"Professionals",45000,23.88
"Professionals",45000,23.89
"Professionals",45000,23.9
"Professionals",45000,23.91
"Professionals",45000,23.92
"Professionals",45000,23.93
"Professionals",45000,23.94
"Professionals",45000,23.95
"Professionals",45000,23.96
"Professionals",45000,23.97
"Professionals",45000,23.98
"Professionals",45000,23.99
"Professionals",45000,24
"Professionals",45000,24.01
"Professionals",45000,24.02
"Professionals",45000,24.03
"Professionals",45000,24.04
"Professionals",45000,24.05
"Professionals",45000,24.06
"Professionals",45000,24.07
"Professionals",45000,24.08
"Professionals",45000,24.09
"Professionals",45000,24.1
"Professionals",45000,24.11
"Professionals",45000,24.12
"Professionals",45000,24.13
"Professionals",45000,24.14
"Professionals",45000,24.15
"Professionals",45000,24.16
"Professionals",45000,24.17
"Professionals",45000,24.18
"Professionals",45000,24.19
"Professionals",45000,24.2
"Professionals",45000,24.21
"Professionals",45000,24.22
"Professionals",45000,24.23
"Professionals",45000,24.24
"Professionals",45000,24.25
"Professionals",45000,24.26
"Professionals",45000,24.27
"Professionals",45000,24.28
"Professionals",45000,24.29
"Professionals",45000,24.3
"Professionals",45000,24.31
"Professionals",45000,24.32
"Professionals",45000,24.33
"Professionals",45000,24.34
"Professionals",45000,24.35
"Professionals",45000,24.36
"Professionals",45000,24.37
"Professionals",45000,24.38
"Professionals",45000,24.39
"Professionals",45000,24.4
"Professionals",45000,24.41
"Professionals",45000,24.42
"Professionals",45000,24.43
"Professionals",45000,24.44
"Professionals",45000,24.45
"Professionals",45000,24.46
"Professionals",45000,24.47
"Professionals",45010,24.48
"Professionals",45050,24.49
"Professionals",45100,24.5
"Professionals",45200,24.51
"Professionals",45200,24.52
"Professionals",45300,24.53
"Professionals",45300,24.54
"Professionals",45400,24.55
"Professionals",45488.288,24.56
"Professionals",45500,24.57
"Professionals",45500,24.58
"Professionals",45600,24.59
"Professionals",45600,24.6
"Professionals",45600,24.61
"Professionals",45700,24.62
"Professionals",45769.924,24.63
"Professionals",45800,24.64
"Professionals",45900,24.65
"Professionals",45900,24.66
"Professionals",46000,24.67
"Professionals",46000,24.68
"Professionals",46000,24.69
"Professionals",46000,24.7
"Professionals",46000,24.71
"Professionals",46000,24.72
"Professionals",46000,24.73
"Professionals",46000,24.74
"Professionals",46000,24.75
"Professionals",46000,24.76
"Professionals",46000,24.77
"Professionals",46000,24.78
"Professionals",46000,24.79
"Professionals",46000,24.8
"Professionals",46000,24.81
"Professionals",46000,24.82
"Professionals",46000,24.83
"Professionals",46000,24.84
"Professionals",46000,24.85
"Professionals",46000,24.86
"Professionals",46000,24.87
"Professionals",46000,24.88
"Professionals",46000,24.89
"Professionals",46000,24.9
"Professionals",46000,24.91
"Professionals",46000,24.92
"Professionals",46000,24.93
"Professionals",46017.156,24.94
"Professionals",46100,24.95
"Professionals",46100,24.96
"Professionals",46200,24.97
"Professionals",46200,24.98
"Professionals",46300,24.99
"Professionals",46315,25
"Professionals",46400,25.01
"Professionals",46500,25.02
"Professionals",46500,25.03
"Professionals",46500,25.04
"Professionals",46504.87,25.05
"Professionals",46600,25.06
"Professionals",46700,25.07
"Professionals",46700,25.08
"Professionals",46800,25.09
"Professionals",46800,25.1
"Professionals",46900,25.11
"Professionals",46900,25.12
"Professionals",47000,25.13
"Professionals",47000,25.14
"Professionals",47000,25.15
"Professionals",47000,25.16
"Professionals",47000,25.17
"Professionals",47000,25.18
"Professionals",47000,25.19
"Professionals",47000,25.2
"Professionals",47000,25.21
"Professionals",47000,25.22
"Professionals",47000,25.23
"Professionals",47000,25.24
"Professionals",47000,25.25
"Professionals",47000,25.26
"Professionals",47000,25.27
"Professionals",47000,25.28
"Professionals",47000,25.29
"Professionals",47000,25.3
"Professionals",47000,25.31
"Professionals",47000,25.32
"Professionals",47000,25.33
"Professionals",47000,25.34
"Professionals",47000,25.35
"Professionals",47100,25.36
"Professionals",47200,25.37
"Professionals",47200,25.38
"Professionals",47300,25.39
"Professionals",47300,25.4
"Professionals",47400,25.41
"Professionals",47500,25.42
"Professionals",47500,25.43
"Professionals",47500,25.44
"Professionals",47500,25.45
"Professionals",47559.0199999999,25.46
"Professionals",47600,25.47
"Professionals",47700,25.48
"Professionals",47800,25.49
"Professionals",47900,25.5
"Professionals",47903.348,25.51
"Professionals",48000,25.52
"Professionals",48000,25.53
"Professionals",48000,25.54
"Professionals",48000,25.55
"Professionals",48000,25.56
"Professionals",48000,25.57
"Professionals",48000,25.58
"Professionals",48000,25.59
"Professionals",48000,25.6
"Professionals",48000,25.61
"Professionals",48000,25.62
"Professionals",48000,25.63
"Professionals",48000,25.64
"Professionals",48000,25.65
"Professionals",48000,25.66
"Professionals",48000,25.67
"Professionals",48000,25.68
"Professionals",48000,25.69
"Professionals",48000,25.7
"Professionals",48000,25.71
"Professionals",48000,25.72
"Professionals",48000,25.73
"Professionals",48000,25.74
"Professionals",48000,25.75
"Professionals",48000,25.76
"Professionals",48000,25.77
"Professionals",48000,25.78
"Professionals",48000,25.79
"Professionals",48000,25.8
"Professionals",48000,25.81
"Professionals",48000,25.82
"Professionals",48000,25.83
"Professionals",48000,25.84
"Professionals",48000,25.85
"Professionals",48000,25.86
"Professionals",48000,25.87
"Professionals",48000,25.88
"Professionals",48000,25.89
"Professionals",48000,25.9
"Professionals",48000,25.91
"Professionals",48000,25.92
"Professionals",48000,25.93
"Professionals",48000,25.94
"Professionals",48000,25.95
"Professionals",48000,25.96
"Professionals",48000,25.97
"Professionals",48000,25.98
"Professionals",48000,25.99
"Professionals",48000,26
"Professionals",48000,26.01
"Professionals",48000,26.02
"Professionals",48000,26.03
"Professionals",48000,26.04
"Professionals",48000,26.05
"Professionals",48000,26.06
"Professionals",48000,26.07
"Professionals",48020,26.08
"Professionals",48100,26.09
"Professionals",48100,26.1
"Professionals",48200,26.11
"Professionals",48200,26.12
"Professionals",48300,26.13
"Professionals",48350,26.14
"Professionals",48400,26.15
"Professionals",48419.984,26.16
"Professionals",48500,26.17
"Professionals",48500,26.18
"Professionals",48500,26.19
"Professionals",48600,26.2
"Professionals",48600,26.21
"Professionals",48700,26.22
"Professionals",48700,26.23
"Professionals",48800,26.24
"Professionals",48900,26.25
"Professionals",49000,26.26
"Professionals",49000,26.27
"Professionals",49000,26.28
"Professionals",49000,26.29
"Professionals",49000,26.3
"Professionals",49000,26.31
"Professionals",49000,26.32
"Professionals",49000,26.33
"Professionals",49000,26.34
"Professionals",49000,26.35
"Professionals",49000,26.36
"Professionals",49000,26.37
"Professionals",49000,26.38
"Professionals",49000,26.39
"Professionals",49000,26.4
"Professionals",49000,26.41
"Professionals",49000,26.42
"Professionals",49000,26.43
"Professionals",49000,26.44
"Professionals",49100,26.45
"Professionals",49200,26.46
"Professionals",49200,26.47
"Professionals",49300,26.48
"Professionals",49400,26.49
"Professionals",49401.1,26.5
"Professionals",49500,26.51
"Professionals",49500,26.52
"Professionals",49545.1099999998,26.53
"Professionals",49650,26.54
"Professionals",49704.8500000001,26.55
"Professionals",49800,26.56
"Professionals",49900,26.57
"Professionals",49900,26.58
"Professionals",50000,26.59
"Professionals",50000,26.6
"Professionals",50000,26.61
"Professionals",50000,26.62
