"class_f","income","income_q"
"Working-Class",31200,31.53
"Working-Class",31200,31.54
"Working-Class",31200,31.55
"Working-Class",31200,31.56
"Working-Class",31200,31.57
"Working-Class",31200,31.58
"Working-Class",31200,31.59
"Working-Class",31200,31.6
"Working-Class",31200,31.61
"Working-Class",31200,31.62
"Working-Class",31200,31.63
"Working-Class",31200,31.64
"Working-Class",31200,31.65
"Working-Class",31200,31.66
"Working-Class",31200,31.67
"Working-Class",31200,31.68
"Working-Class",31300,31.69
"Working-Class",31300,31.7
"Working-Class",31300,31.71
"Working-Class",31400,31.72
"Working-Class",31400,31.73
"Working-Class",31400,31.74
"Working-Class",31500,31.75
"Working-Class",31500,31.76
"Working-Class",31500,31.77
"Working-Class",31500,31.78
"Working-Class",31500,31.79
"Working-Class",31600,31.8
"Working-Class",31600,31.81
"Working-Class",31600,31.82
"Working-Class",31700,31.83
"Working-Class",31700,31.84
"Working-Class",31700,31.85
"Working-Class",31800,31.86
"Working-Class",31800,31.87
"Working-Class",31883.0239999999,31.88
"Working-Class",31900,31.89
"Working-Class",31974.5300000001,31.9
"Working-Class",32000,31.91
"Working-Class",32000,31.92
"Working-Class",32000,31.93
"Working-Class",32000,31.94
"Working-Class",32000,31.95
"Working-Class",32000,31.96
"Working-Class",32000,31.97
"Working-Class",32000,31.98
"Working-Class",32000,31.99
"Working-Class",32000,32
"Working-Class",32000,32.01
"Working-Class",32000,32.02
"Working-Class",32000,32.03
"Working-Class",32000,32.04
"Working-Class",32000,32.05
"Working-Class",32000,32.06
"Working-Class",32000,32.07
"Working-Class",32000,32.08
"Working-Class",32000,32.09
"Working-Class",32000,32.1
"Working-Class",32000,32.11
"Working-Class",32000,32.12
"Working-Class",32000,32.13
"Working-Class",32000,32.14
"Working-Class",32000,32.15
"Working-Class",32000,32.16
"Working-Class",32000,32.17
"Working-Class",32000,32.18
"Working-Class",32000,32.19
"Working-Class",32000,32.2
"Working-Class",32000,32.21
"Working-Class",32000,32.22
"Working-Class",32000,32.23
"Working-Class",32000,32.24
"Working-Class",32000,32.25
"Working-Class",32000,32.26
"Working-Class",32000,32.27
"Working-Class",32000,32.28
"Working-Class",32000,32.29
"Working-Class",32000,32.3
"Working-Class",32000,32.31
"Working-Class",32000,32.32
"Working-Class",32000,32.33
"Working-Class",32000,32.34
"Working-Class",32000,32.35
"Working-Class",32000,32.36
"Working-Class",32000,32.37
"Working-Class",32000,32.38
"Working-Class",32000,32.39
"Working-Class",32000,32.4
"Working-Class",32000,32.41
"Working-Class",32000,32.42
"Working-Class",32000,32.43
"Working-Class",32000,32.44
"Working-Class",32000,32.45
"Working-Class",32000,32.46
"Working-Class",32000,32.47
"Working-Class",32000,32.48
"Working-Class",32000,32.49
"Working-Class",32000,32.5
"Working-Class",32000,32.51
"Working-Class",32000,32.52
"Working-Class",32000,32.53
"Working-Class",32000,32.54
"Working-Class",32000,32.55
"Working-Class",32000,32.56
"Working-Class",32000,32.57
"Working-Class",32000,32.58
"Working-Class",32000,32.59
"Working-Class",32000,32.6
"Working-Class",32000,32.61
"Working-Class",32000,32.62
"Working-Class",32000,32.63
"Working-Class",32000,32.64
"Working-Class",32000,32.65
"Working-Class",32000,32.66
"Working-Class",32000,32.67
"Working-Class",32000,32.68
"Working-Class",32000,32.69
"Working-Class",32000,32.7
"Working-Class",32000,32.71
"Working-Class",32000,32.72
"Working-Class",32000,32.73
"Working-Class",32000,32.74
"Working-Class",32000,32.75
"Working-Class",32000,32.76
"Working-Class",32000,32.77
"Working-Class",32000,32.78
"Working-Class",32000,32.79
"Working-Class",32000,32.8
"Working-Class",32000,32.81
"Working-Class",32000,32.82
"Working-Class",32000,32.83
"Working-Class",32000,32.84
"Working-Class",32000,32.85
"Working-Class",32000,32.86
"Working-Class",32000,32.87
"Working-Class",32000,32.88
"Working-Class",32000,32.89
"Working-Class",32000,32.9
"Working-Class",32000,32.91
"Working-Class",32020,32.92
"Working-Class",32100,32.93
"Working-Class",32100,32.94
"Working-Class",32100,32.95
"Working-Class",32200,32.96
"Working-Class",32200,32.97
"Working-Class",32200,32.98
"Working-Class",32200,32.99
"Working-Class",32300,33
"Working-Class",32300,33.01
"Working-Class",32300,33.02
"Working-Class",32400,33.03
"Working-Class",32400,33.04
"Working-Class",32400,33.05
"Working-Class",32500,33.06
"Working-Class",32500,33.07
"Working-Class",32500,33.08
"Working-Class",32500,33.09
"Working-Class",32500,33.1
"Working-Class",32500,33.11
"Working-Class",32500,33.12
"Working-Class",32600,33.13
"Working-Class",32600,33.14
"Working-Class",32600,33.15
"Working-Class",32600,33.16
"Working-Class",32691.679,33.17
"Working-Class",32700,33.18
"Working-Class",32700,33.19
"Working-Class",32800,33.2
"Working-Class",32800,33.21
"Working-Class",32900,33.22
"Working-Class",32900,33.23
"Working-Class",32900,33.24
"Working-Class",33000,33.25
"Working-Class",33000,33.26
"Working-Class",33000,33.27
"Working-Class",33000,33.28
"Working-Class",33000,33.29
"Working-Class",33000,33.3
"Working-Class",33000,33.31
"Working-Class",33000,33.32
"Working-Class",33000,33.33
"Working-Class",33000,33.34
"Working-Class",33000,33.35
"Working-Class",33000,33.36
"Working-Class",33000,33.37
"Working-Class",33000,33.38
"Working-Class",33000,33.39
"Working-Class",33000,33.4
"Working-Class",33000,33.41
"Working-Class",33000,33.42
"Working-Class",33000,33.43
"Working-Class",33000,33.44
"Working-Class",33000,33.45
"Working-Class",33000,33.46
"Working-Class",33000,33.47
"Working-Class",33000,33.48
"Working-Class",33000,33.49
"Working-Class",33000,33.5
"Working-Class",33000,33.51
"Working-Class",33000,33.52
"Working-Class",33000,33.53
"Working-Class",33000,33.54
"Working-Class",33000,33.55
"Working-Class",33000,33.56
"Working-Class",33000,33.57
"Working-Class",33000,33.58
"Working-Class",33000,33.59
"Working-Class",33000,33.6
"Working-Class",33000,33.61
"Working-Class",33000,33.62
"Working-Class",33000,33.63
"Working-Class",33000,33.64
"Working-Class",33000,33.65
"Working-Class",33000,33.66
"Working-Class",33000,33.67
"Working-Class",33000,33.68
"Working-Class",33000,33.69
"Working-Class",33000,33.7
"Working-Class",33000,33.71
"Working-Class",33000,33.72
"Working-Class",33067.3509999999,33.73
"Working-Class",33100,33.74
"Working-Class",33188.3750000001,33.75
"Working-Class",33200,33.76
"Working-Class",33200,33.77
"Working-Class",33300,33.78
"Working-Class",33300,33.79
"Working-Class",33300,33.8
"Working-Class",33300,33.81
"Working-Class",33300,33.82
"Working-Class",33300,33.83
"Working-Class",33300,33.84
"Working-Class",33400,33.85
"Working-Class",33400,33.86
"Working-Class",33478.769,33.87
"Working-Class",33500,33.88
"Working-Class",33500,33.89
"Working-Class",33500,33.9
"Working-Class",33600,33.91
"Working-Class",33600,33.92
"Working-Class",33600,33.93
"Working-Class",33600,33.94
"Working-Class",33600,33.95
"Working-Class",33600,33.96
"Working-Class",33672.6390000001,33.97
"Working-Class",33700,33.98
"Working-Class",33700,33.99
"Working-Class",33800,34
"Working-Class",33800,34.01
"Working-Class",33800,34.02
"Working-Class",33800,34.03
"Working-Class",33900,34.04
"Working-Class",33900,34.05
"Working-Class",34000,34.06
"Working-Class",34000,34.07
"Working-Class",34000,34.08
"Working-Class",34000,34.09
"Working-Class",34000,34.1
"Working-Class",34000,34.11
"Working-Class",34000,34.12
"Working-Class",34000,34.13
"Working-Class",34000,34.14
"Working-Class",34000,34.15
"Working-Class",34000,34.16
"Working-Class",34000,34.17
"Working-Class",34000,34.18
"Working-Class",34000,34.19
"Working-Class",34000,34.2
"Working-Class",34000,34.21
"Working-Class",34000,34.22
"Working-Class",34000,34.23
"Working-Class",34000,34.24
"Working-Class",34000,34.25
"Working-Class",34000,34.26
"Working-Class",34000,34.27
"Working-Class",34000,34.28
"Working-Class",34000,34.29
"Working-Class",34000,34.3
"Working-Class",34000,34.31
"Working-Class",34000,34.32
"Working-Class",34000,34.33
"Working-Class",34000,34.34
"Working-Class",34000,34.35
"Working-Class",34000,34.36
"Working-Class",34000,34.37
"Working-Class",34000,34.38
"Working-Class",34000,34.39
"Working-Class",34000,34.4
"Working-Class",34000,34.41
"Working-Class",34000,34.42
"Working-Class",34000,34.43
"Working-Class",34000,34.44
"Working-Class",34000,34.45
"Working-Class",34000,34.46
"Working-Class",34000,34.47
"Working-Class",34000,34.48
"Working-Class",34000,34.49
"Working-Class",34000,34.5
"Working-Class",34000,34.51
"Working-Class",34000,34.52
"Working-Class",34000,34.53
"Working-Class",34000,34.54
"Working-Class",34000,34.55
"Working-Class",34000,34.56
"Working-Class",34035.8590000001,34.57
"Working-Class",34100,34.58
"Working-Class",34100,34.59
"Working-Class",34200,34.6
"Working-Class",34200,34.61
"Working-Class",34247.794,34.62
"Working-Class",34300,34.63
"Working-Class",34300,34.64
"Working-Class",34300,34.65
"Working-Class",34300,34.66
"Working-Class",34400,34.67
"Working-Class",34400,34.68
"Working-Class",34400,34.69
"Working-Class",34500,34.7
"Working-Class",34500,34.71
"Working-Class",34500,34.72
"Working-Class",34500,34.73
"Working-Class",34600,34.74
"Working-Class",34600,34.75
"Working-Class",34600,34.76
"Working-Class",34600,34.77
"Working-Class",34700,34.78
"Working-Class",34700,34.79
"Working-Class",34800,34.8
"Working-Class",34800,34.81
"Working-Class",34800,34.82
"Working-Class",34900,34.83
"Working-Class",34900,34.84
"Working-Class",35000,34.85
"Working-Class",35000,34.86
"Working-Class",35000,34.87
"Working-Class",35000,34.88
"Working-Class",35000,34.89
"Working-Class",35000,34.9
"Working-Class",35000,34.91
"Working-Class",35000,34.92
"Working-Class",35000,34.93
"Working-Class",35000,34.94
"Working-Class",35000,34.95
"Working-Class",35000,34.96
"Working-Class",35000,34.97
"Working-Class",35000,34.98
"Working-Class",35000,34.99
"Working-Class",35000,35
"Working-Class",35000,35.01
"Working-Class",35000,35.02
"Working-Class",35000,35.03
"Working-Class",35000,35.04
"Working-Class",35000,35.05
"Working-Class",35000,35.06
"Working-Class",35000,35.07
"Working-Class",35000,35.08
"Working-Class",35000,35.09
"Working-Class",35000,35.1
"Working-Class",35000,35.11
"Working-Class",35000,35.12
"Working-Class",35000,35.13
"Working-Class",35000,35.14
"Working-Class",35000,35.15
"Working-Class",35000,35.16
"Working-Class",35000,35.17
"Working-Class",35000,35.18
"Working-Class",35000,35.19
"Working-Class",35000,35.2
"Working-Class",35000,35.21
"Working-Class",35000,35.22
"Working-Class",35000,35.23
"Working-Class",35000,35.24
"Working-Class",35000,35.25
"Working-Class",35000,35.26
"Working-Class",35000,35.27
"Working-Class",35000,35.28
"Working-Class",35000,35.29
"Working-Class",35000,35.3
"Working-Class",35000,35.31
"Working-Class",35000,35.32
"Working-Class",35000,35.33
"Working-Class",35000,35.34
"Working-Class",35000,35.35
"Working-Class",35000,35.36
"Working-Class",35000,35.37
"Working-Class",35000,35.38
"Working-Class",35000,35.39
"Working-Class",35000,35.4
"Working-Class",35000,35.41
"Working-Class",35000,35.42
"Working-Class",35000,35.43
"Working-Class",35000,35.44
"Working-Class",35000,35.45
"Working-Class",35000,35.46
"Working-Class",35000,35.47
"Working-Class",35000,35.48
"Working-Class",35000,35.49
"Working-Class",35000,35.5
"Working-Class",35000,35.51
"Working-Class",35000,35.52
"Working-Class",35000,35.53
"Working-Class",35000,35.54
"Working-Class",35000,35.55
"Working-Class",35000,35.56
"Working-Class",35000,35.57
"Working-Class",35000,35.58
"Working-Class",35000,35.59
"Working-Class",35000,35.6
"Working-Class",35000,35.61
"Working-Class",35000,35.62
"Working-Class",35000,35.63
"Working-Class",35000,35.64
"Working-Class",35000,35.65
"Working-Class",35000,35.66
"Working-Class",35000,35.67
"Working-Class",35000,35.68
"Working-Class",35000,35.69
"Working-Class",35000,35.7
"Working-Class",35000,35.71
"Working-Class",35000,35.72
"Working-Class",35000,35.73
"Working-Class",35000,35.74
"Working-Class",35000,35.75
"Working-Class",35000,35.76
"Working-Class",35000,35.77
"Working-Class",35000,35.78
"Working-Class",35000,35.79
"Working-Class",35000,35.8
"Working-Class",35000,35.81
"Working-Class",35000,35.82
"Working-Class",35000,35.83
"Working-Class",35000,35.84
"Working-Class",35000,35.85
"Working-Class",35000,35.86
"Working-Class",35000,35.87
"Working-Class",35000,35.88
"Working-Class",35000,35.89
"Working-Class",35000,35.9
"Working-Class",35000,35.91
"Working-Class",35000,35.92
"Working-Class",35000,35.93
"Working-Class",35000,35.94
"Working-Class",35000,35.95
"Working-Class",35000,35.96
"Working-Class",35000,35.97
"Working-Class",35000,35.98
"Working-Class",35000,35.99
"Working-Class",35000,36
"Working-Class",35000,36.01
"Working-Class",35000,36.02
"Working-Class",35000,36.03
"Working-Class",35000,36.04
"Working-Class",35000,36.05
"Working-Class",35000,36.06
"Working-Class",35000,36.07
"Working-Class",35000,36.08
"Working-Class",35000,36.09
"Working-Class",35000,36.1
"Working-Class",35000,36.11
"Working-Class",35000,36.12
"Working-Class",35000,36.13
"Working-Class",35000,36.14
"Working-Class",35000,36.15
"Working-Class",35000,36.16
"Working-Class",35000,36.17
"Working-Class",35000,36.18
"Working-Class",35000,36.19
"Working-Class",35000,36.2
"Working-Class",35000,36.21
"Working-Class",35000,36.22
"Working-Class",35000,36.23
"Working-Class",35000,36.24
"Working-Class",35000,36.25
"Working-Class",35000,36.26
"Working-Class",35000,36.27
"Working-Class",35000,36.28
"Working-Class",35000,36.29
"Working-Class",35000,36.3
"Working-Class",35000,36.31
"Working-Class",35000,36.32
"Working-Class",35000,36.33
"Working-Class",35000,36.34
"Working-Class",35000,36.35
"Working-Class",35000,36.36
"Working-Class",35000,36.37
"Working-Class",35000,36.38
"Working-Class",35000,36.39
"Working-Class",35000,36.4
"Working-Class",35000,36.41
"Working-Class",35000,36.42
"Working-Class",35000,36.43
"Working-Class",35000,36.44
"Working-Class",35000,36.45
"Working-Class",35000,36.46
"Working-Class",35000,36.47
"Working-Class",35000,36.48
"Working-Class",35000,36.49
"Working-Class",35000,36.5
"Working-Class",35000,36.51
"Working-Class",35000,36.52
"Working-Class",35000,36.53
"Working-Class",35000,36.54
"Working-Class",35000,36.55
"Working-Class",35000,36.56
"Working-Class",35000,36.57
"Working-Class",35000,36.58
"Working-Class",35000,36.59
"Working-Class",35000,36.6
"Working-Class",35000,36.61
"Working-Class",35000,36.62
"Working-Class",35000,36.63
"Working-Class",35000,36.64
"Working-Class",35000,36.65
"Working-Class",35000,36.66
"Working-Class",35000,36.67
"Working-Class",35000,36.68
"Working-Class",35000,36.69
"Working-Class",35000,36.7
"Working-Class",35000,36.71
"Working-Class",35000,36.72
"Working-Class",35000,36.73
"Working-Class",35000,36.74
"Working-Class",35000,36.75
"Working-Class",35000,36.76
"Working-Class",35000,36.77
"Working-Class",35010,36.78
"Working-Class",35030,36.79
"Working-Class",35100,36.8
"Working-Class",35100,36.81
"Working-Class",35100,36.82
"Working-Class",35177.3209999999,36.83
"Working-Class",35200,36.84
"Working-Class",35200,36.85
"Working-Class",35250.4819999999,36.86
"Working-Class",35300,36.87
"Working-Class",35300,36.88
"Working-Class",35400,36.89
"Working-Class",35400,36.9
"Working-Class",35400,36.91
"Working-Class",35400,36.92
"Working-Class",35400,36.93
"Working-Class",35400,36.94
"Working-Class",35500,36.95
"Working-Class",35500,36.96
"Working-Class",35500,36.97
"Working-Class",35500,36.98
"Working-Class",35500,36.99
"Working-Class",35600,37
"Working-Class",35600,37.01
"Working-Class",35700,37.02
"Working-Class",35700,37.03
"Working-Class",35700,37.04
"Working-Class",35800,37.05
"Working-Class",35800,37.06
"Working-Class",35900,37.07
"Working-Class",35900,37.08
"Working-Class",35900,37.09
"Working-Class",36000,37.1
"Working-Class",36000,37.11
"Working-Class",36000,37.12
"Working-Class",36000,37.13
"Working-Class",36000,37.14
"Working-Class",36000,37.15
"Working-Class",36000,37.16
"Working-Class",36000,37.17
"Working-Class",36000,37.18
"Working-Class",36000,37.19
"Working-Class",36000,37.2
"Working-Class",36000,37.21
"Working-Class",36000,37.22
"Working-Class",36000,37.23
"Working-Class",36000,37.24
"Working-Class",36000,37.25
"Working-Class",36000,37.26
"Working-Class",36000,37.27
"Working-Class",36000,37.28
"Working-Class",36000,37.29
"Working-Class",36000,37.3
"Working-Class",36000,37.31
"Working-Class",36000,37.32
"Working-Class",36000,37.33
"Working-Class",36000,37.34
"Working-Class",36000,37.35
"Working-Class",36000,37.36
"Working-Class",36000,37.37
"Working-Class",36000,37.38
"Working-Class",36000,37.39
"Working-Class",36000,37.4
"Working-Class",36000,37.41
"Working-Class",36000,37.42
"Working-Class",36000,37.43
"Working-Class",36000,37.44
"Working-Class",36000,37.45
"Working-Class",36000,37.46
"Working-Class",36000,37.47
"Working-Class",36000,37.48
"Working-Class",36000,37.49
"Working-Class",36000,37.5
"Working-Class",36000,37.51
"Working-Class",36000,37.52
"Working-Class",36000,37.53
"Working-Class",36000,37.54
"Working-Class",36000,37.55
"Working-Class",36000,37.56
"Working-Class",36000,37.57
"Working-Class",36000,37.58
"Working-Class",36000,37.59
"Working-Class",36000,37.6
"Working-Class",36000,37.61
"Working-Class",36000,37.62
"Working-Class",36000,37.63
"Working-Class",36000,37.64
"Working-Class",36000,37.65
"Working-Class",36000,37.66
"Working-Class",36000,37.67
"Working-Class",36000,37.68
"Working-Class",36000,37.69
"Working-Class",36000,37.7
"Working-Class",36000,37.71
"Working-Class",36000,37.72
"Working-Class",36000,37.73
"Working-Class",36000,37.74
"Working-Class",36000,37.75
"Working-Class",36000,37.76
"Working-Class",36000,37.77
"Working-Class",36000,37.78
"Working-Class",36000,37.79
"Working-Class",36000,37.8
"Working-Class",36000,37.81
"Working-Class",36000,37.82
"Working-Class",36000,37.83
"Working-Class",36000,37.84
"Working-Class",36000,37.85
"Working-Class",36000,37.86
"Working-Class",36000,37.87
"Working-Class",36000,37.88
"Working-Class",36000,37.89
"Working-Class",36000,37.9
"Working-Class",36000,37.91
"Working-Class",36000,37.92
"Working-Class",36000,37.93
"Working-Class",36000,37.94
"Working-Class",36000,37.95
"Working-Class",36000,37.96
"Working-Class",36000,37.97
"Working-Class",36000,37.98
"Working-Class",36000,37.99
"Working-Class",36010,38
"Working-Class",36100,38.01
"Working-Class",36100,38.02
"Working-Class",36200,38.03
"Working-Class",36200,38.04
"Working-Class",36200,38.05
"Working-Class",36300,38.06
"Working-Class",36300,38.07
"Working-Class",36300,38.08
"Working-Class",36400,38.09
"Working-Class",36400,38.1
"Working-Class",36400,38.11
"Working-Class",36400,38.12
"Working-Class",36400,38.13
"Working-Class",36400,38.14
"Working-Class",36500,38.15
"Working-Class",36500,38.16
"Working-Class",36500,38.17
"Working-Class",36500,38.18
"Working-Class",36500,38.19
"Working-Class",36583.3600000001,38.2
"Working-Class",36600,38.21
"Working-Class",36600,38.22
"Working-Class",36700,38.23
"Working-Class",36700,38.24
"Working-Class",36800,38.25
"Working-Class",36800,38.26
"Working-Class",36800,38.27
"Working-Class",36900,38.28
"Working-Class",36900,38.29
"Working-Class",36992.2099999999,38.3
"Working-Class",37000,38.31
"Working-Class",37000,38.32
"Working-Class",37000,38.33
"Working-Class",37000,38.34
"Working-Class",37000,38.35
"Working-Class",37000,38.36
"Working-Class",37000,38.37
"Working-Class",37000,38.38
"Working-Class",37000,38.39
"Working-Class",37000,38.4
"Working-Class",37000,38.41
"Working-Class",37000,38.42
"Working-Class",37000,38.43
"Working-Class",37000,38.44
"Working-Class",37000,38.45
"Working-Class",37000,38.46
"Working-Class",37000,38.47
"Working-Class",37000,38.48
"Working-Class",37000,38.49
"Working-Class",37000,38.5
"Working-Class",37000,38.51
"Working-Class",37000,38.52
"Working-Class",37000,38.53
"Working-Class",37000,38.54
"Working-Class",37000,38.55
"Working-Class",37000,38.56
"Working-Class",37000,38.57
"Working-Class",37000,38.58
"Working-Class",37000,38.59
"Working-Class",37000,38.6
"Working-Class",37000,38.61
"Working-Class",37000,38.62
"Working-Class",37000,38.63
"Working-Class",37000,38.64
"Working-Class",37000,38.65
"Working-Class",37000,38.66
"Working-Class",37000,38.67
"Working-Class",37000,38.68
"Working-Class",37000,38.69
"Working-Class",37000,38.7
"Working-Class",37000,38.71
"Working-Class",37000,38.72
"Working-Class",37000,38.73
"Working-Class",37000,38.74
"Working-Class",37020,38.75
"Working-Class",37100,38.76
"Working-Class",37100,38.77
"Working-Class",37200,38.78
"Working-Class",37200,38.79
"Working-Class",37200,38.8
"Working-Class",37300,38.81
"Working-Class",37300,38.82
"Working-Class",37400,38.83
"Working-Class",37400,38.84
"Working-Class",37400,38.85
"Working-Class",37400,38.86
"Working-Class",37400,38.87
"Working-Class",37400,38.88
"Working-Class",37400,38.89
"Working-Class",37500,38.9
"Working-Class",37500,38.91
"Working-Class",37500,38.92
"Working-Class",37500,38.93
"Working-Class",37500,38.94
"Working-Class",37500,38.95
"Working-Class",37540,38.96
"Working-Class",37600,38.97
"Working-Class",37600,38.98
"Working-Class",37700,38.99
"Working-Class",37700,39
"Working-Class",37764.7479999997,39.01
"Working-Class",37800,39.02
"Working-Class",37800,39.03
"Working-Class",37900,39.04
"Working-Class",37900,39.05
"Working-Class",37900,39.06
"Working-Class",38000,39.07
"Working-Class",38000,39.08
"Working-Class",38000,39.09
"Working-Class",38000,39.1
"Working-Class",38000,39.11
"Working-Class",38000,39.12
"Working-Class",38000,39.13
"Working-Class",38000,39.14
"Working-Class",38000,39.15
"Working-Class",38000,39.16
"Working-Class",38000,39.17
"Working-Class",38000,39.18
"Working-Class",38000,39.19
"Working-Class",38000,39.2
"Working-Class",38000,39.21
"Working-Class",38000,39.22
"Working-Class",38000,39.23
"Working-Class",38000,39.24
"Working-Class",38000,39.25
"Working-Class",38000,39.26
"Working-Class",38000,39.27
"Working-Class",38000,39.28
"Working-Class",38000,39.29
"Working-Class",38000,39.3
"Working-Class",38000,39.31
"Working-Class",38000,39.32
"Working-Class",38000,39.33
"Working-Class",38000,39.34
"Working-Class",38000,39.35
"Working-Class",38000,39.36
"Working-Class",38000,39.37
"Working-Class",38000,39.38
"Working-Class",38000,39.39
"Working-Class",38000,39.4
"Working-Class",38000,39.41
"Working-Class",38000,39.42
"Working-Class",38000,39.43
"Working-Class",38000,39.44
"Working-Class",38000,39.45
"Working-Class",38000,39.46
"Working-Class",38000,39.47
"Working-Class",38000,39.48
"Working-Class",38000,39.49
"Working-Class",38000,39.5
"Working-Class",38000,39.51
"Working-Class",38000,39.52
"Working-Class",38000,39.53
"Working-Class",38000,39.54
"Working-Class",38000,39.55
"Working-Class",38000,39.56
"Working-Class",38000,39.57
"Working-Class",38000,39.58
"Working-Class",38000,39.59
"Working-Class",38000,39.6
"Working-Class",38000,39.61
"Working-Class",38000,39.62
"Working-Class",38000,39.63
"Working-Class",38000,39.64
"Working-Class",38000,39.65
"Working-Class",38000,39.66
"Working-Class",38000,39.67
"Working-Class",38000,39.68
"Working-Class",38000,39.69
"Working-Class",38000,39.7
"Working-Class",38000,39.71
"Working-Class",38000,39.72
"Working-Class",38000,39.73
"Working-Class",38000,39.74
"Working-Class",38000,39.75
"Working-Class",38000,39.76
"Working-Class",38000,39.77
"Working-Class",38000,39.78
"Working-Class",38000,39.79
"Working-Class",38000,39.8
"Working-Class",38000,39.81
"Working-Class",38000,39.82
"Working-Class",38000,39.83
"Working-Class",38000,39.84
"Working-Class",38000,39.85
"Working-Class",38000,39.86
"Working-Class",38000,39.87
"Working-Class",38000,39.88
"Working-Class",38000,39.89
"Working-Class",38000,39.9
"Working-Class",38000,39.91
"Working-Class",38000,39.92
"Working-Class",38000,39.93
"Working-Class",38000,39.94
"Working-Class",38000,39.95
"Working-Class",38020,39.96
"Working-Class",38100,39.97
"Working-Class",38100,39.98
"Working-Class",38193.6129999999,39.99
"Working-Class",38200,40
"Working-Class",38200,40.01
"Working-Class",38270,40.02
"Working-Class",38300,40.03
"Working-Class",38300,40.04
"Working-Class",38400,40.05
"Working-Class",38400,40.06
"Working-Class",38400,40.07
"Working-Class",38400,40.08
"Working-Class",38400,40.09
"Working-Class",38400,40.1
"Working-Class",38500,40.11
"Working-Class",38500,40.12
"Working-Class",38500,40.13
"Working-Class",38500,40.14
"Working-Class",38500,40.15
"Working-Class",38600,40.16
"Working-Class",38600,40.17
"Working-Class",38650,40.18
"Working-Class",38700,40.19
"Working-Class",38737.2200000007,40.2
"Working-Class",38800,40.21
"Working-Class",38800,40.22
"Working-Class",38900,40.23
"Working-Class",38900,40.24
"Working-Class",38948.3750000008,40.25
"Working-Class",39000,40.26
"Working-Class",39000,40.27
"Working-Class",39000,40.28
"Working-Class",39000,40.29
"Working-Class",39000,40.3
"Working-Class",39000,40.31
"Working-Class",39000,40.32
"Working-Class",39000,40.33
"Working-Class",39000,40.34
"Working-Class",39000,40.35
"Working-Class",39000,40.36
"Working-Class",39000,40.37
"Working-Class",39000,40.38
"Working-Class",39000,40.39
"Working-Class",39000,40.4
"Working-Class",39000,40.41
"Working-Class",39000,40.42
"Working-Class",39000,40.43
"Working-Class",39000,40.44
"Working-Class",39000,40.45
"Working-Class",39000,40.46
"Working-Class",39000,40.47
"Working-Class",39000,40.48
"Working-Class",39000,40.49
"Working-Class",39000,40.5
"Working-Class",39000,40.51
"Working-Class",39000,40.52
"Working-Class",39000,40.53
"Working-Class",39000,40.54
"Working-Class",39000,40.55
"Working-Class",39000,40.56
"Working-Class",39000,40.57
"Working-Class",39000,40.58
"Working-Class",39000,40.59
"Working-Class",39000,40.6
"Working-Class",39050,40.61
"Working-Class",39100,40.62
"Working-Class",39138.762,40.63
"Working-Class",39200,40.64
"Working-Class",39200,40.65
"Working-Class",39300,40.66
"Working-Class",39300,40.67
"Working-Class",39356.3159999999,40.68
"Working-Class",39400,40.69
"Working-Class",39400,40.7
"Working-Class",39500,40.71
"Working-Class",39500,40.72
"Working-Class",39500,40.73
"Working-Class",39500,40.74
"Working-Class",39500,40.75
"Working-Class",39500,40.76
"Working-Class",39600,40.77
"Working-Class",39600,40.78
"Working-Class",39600,40.79
"Working-Class",39700,40.8
"Working-Class",39800,40.81
"Working-Class",39800,40.82
"Working-Class",39800,40.83
"Working-Class",39900,40.84
"Working-Class",39900,40.85
"Working-Class",40000,40.86
"Working-Class",40000,40.87
"Working-Class",40000,40.88
"Working-Class",40000,40.89
"Working-Class",40000,40.9
"Working-Class",40000,40.91
"Working-Class",40000,40.92
"Working-Class",40000,40.93
"Working-Class",40000,40.94
"Working-Class",40000,40.95
"Working-Class",40000,40.96
"Working-Class",40000,40.97
"Working-Class",40000,40.98
"Working-Class",40000,40.99
"Working-Class",40000,41
"Working-Class",40000,41.01
"Working-Class",40000,41.02
"Working-Class",40000,41.03
"Working-Class",40000,41.04
"Working-Class",40000,41.05
"Working-Class",40000,41.06
"Working-Class",40000,41.07
"Working-Class",40000,41.08
"Working-Class",40000,41.09
"Working-Class",40000,41.1
"Working-Class",40000,41.11
"Working-Class",40000,41.12
"Working-Class",40000,41.13
"Working-Class",40000,41.14
"Working-Class",40000,41.15
"Working-Class",40000,41.16
"Working-Class",40000,41.17
"Working-Class",40000,41.18
"Working-Class",40000,41.19
"Working-Class",40000,41.2
"Working-Class",40000,41.21
"Working-Class",40000,41.22
"Working-Class",40000,41.23
"Working-Class",40000,41.24
"Working-Class",40000,41.25
"Working-Class",40000,41.26
"Working-Class",40000,41.27
"Working-Class",40000,41.28
"Working-Class",40000,41.29
"Working-Class",40000,41.3
"Working-Class",40000,41.31
"Working-Class",40000,41.32
"Working-Class",40000,41.33
"Working-Class",40000,41.34
"Working-Class",40000,41.35
"Working-Class",40000,41.36
"Working-Class",40000,41.37
"Working-Class",40000,41.38
"Working-Class",40000,41.39
"Working-Class",40000,41.4
"Working-Class",40000,41.41
"Working-Class",40000,41.42
"Working-Class",40000,41.43
"Working-Class",40000,41.44
"Working-Class",40000,41.45
"Working-Class",40000,41.46
